date,Value,District,Keyword
2018-04,0,South District,טרור
2018-05,36,South District,טרור
2018-06,38,South District,טרור
2018-07,41,South District,טרור
2018-08,0,South District,טרור
2018-09,42,South District,טרור
2018-10,50,South District,טרור
2018-11,26,South District,טרור
2018-12,0,South District,טרור
2019-01,0,South District,טרור
2019-02,29,South District,טרור
2019-03,37,South District,טרור
2019-04,33,South District,טרור
2019-05,42,South District,טרור
2019-06,0,South District,טרור
2019-07,28,South District,טרור
2019-08,28,South District,טרור
2019-09,28,South District,טרור
2019-10,23,South District,טרור
2019-11,34,South District,טרור
2019-12,23,South District,טרור
2020-01,31,South District,טרור
2020-02,24,South District,טרור
2020-03,34,South District,טרור
2020-04,24,South District,טרור
2020-05,21,South District,טרור
2020-06,36,South District,טרור
2020-07,17,South District,טרור
2020-08,31,South District,טרור
2020-09,0,South District,טרור
2020-10,21,South District,טרור
2020-11,0,South District,טרור
2020-12,26,South District,טרור
2021-01,0,South District,טרור
2021-02,0,South District,טרור
2021-03,0,South District,טרור
2021-04,30,South District,טרור
2021-05,53,South District,טרור
2021-06,24,South District,טרור
2021-07,17,South District,טרור
2021-08,21,South District,טרור
2021-09,0,South District,טרור
2021-10,0,South District,טרור
2021-11,0,South District,טרור
2021-12,0,South District,טרור
2022-01,0,South District,טרור
2022-02,19,South District,טרור
2022-03,37,South District,טרור
2022-04,39,South District,טרור
2022-05,45,South District,טרור
2022-06,24,South District,טרור
2022-07,0,South District,טרור
2022-08,36,South District,טרור
2022-09,27,South District,טרור
2022-10,25,South District,טרור
2022-11,29,South District,טרור
2022-12,0,South District,טרור
2014-01,21,Tel Aviv District,טרור
2014-02,23,Tel Aviv District,טרור
2014-03,20,Tel Aviv District,טרור
2014-04,29,Tel Aviv District,טרור
2014-05,28,Tel Aviv District,טרור
2014-06,32,Tel Aviv District,טרור
2014-07,99,Tel Aviv District,טרור
2014-08,69,Tel Aviv District,טרור
2014-09,48,Tel Aviv District,טרור
2014-10,32,Tel Aviv District,טרור
2014-11,41,Tel Aviv District,טרור
2014-12,29,Tel Aviv District,טרור
2015-01,54,Tel Aviv District,טרור
2015-02,32,Tel Aviv District,טרור
2015-03,27,Tel Aviv District,טרור
2015-04,31,Tel Aviv District,טרור
2015-05,21,Tel Aviv District,טרור
2015-06,28,Tel Aviv District,טרור
2015-07,22,Tel Aviv District,טרור
2015-08,29,Tel Aviv District,טרור
2015-09,23,Tel Aviv District,טרור
2015-10,90,Tel Aviv District,טרור
2015-11,100,Tel Aviv District,טרור
2015-12,52,Tel Aviv District,טרור
2016-01,50,Tel Aviv District,טרור
2016-02,32,Tel Aviv District,טרור
2016-03,44,Tel Aviv District,טרור
2016-04,34,Tel Aviv District,טרור
2016-05,32,Tel Aviv District,טרור
2016-06,42,Tel Aviv District,טרור
2016-07,35,Tel Aviv District,טרור
2016-08,22,Tel Aviv District,טרור
2016-09,25,Tel Aviv District,טרור
2016-10,24,Tel Aviv District,טרור
2016-11,30,Tel Aviv District,טרור
2016-12,29,Tel Aviv District,טרור
2017-01,32,Tel Aviv District,טרור
2017-02,22,Tel Aviv District,טרור
2017-03,32,Tel Aviv District,טרור
2017-04,23,Tel Aviv District,טרור
2017-05,33,Tel Aviv District,טרור
2017-06,30,Tel Aviv District,טרור
2017-07,29,Tel Aviv District,טרור
2017-08,31,Tel Aviv District,טרור
2017-09,30,Tel Aviv District,טרור
2017-10,33,Tel Aviv District,טרור
2017-11,29,Tel Aviv District,טרור
2017-12,26,Tel Aviv District,טרור
2018-01,28,Tel Aviv District,טרור
2018-02,25,Tel Aviv District,טרור
2018-03,29,Tel Aviv District,טרור
2018-04,44,Tel Aviv District,טרור
2018-05,36,Tel Aviv District,טרור
2018-06,45,Tel Aviv District,טרור
2018-07,41,Tel Aviv District,טרור
2018-08,37,Tel Aviv District,טרור
2018-09,22,Tel Aviv District,טרור
2018-10,43,Tel Aviv District,טרור
2018-11,34,Tel Aviv District,טרור
2018-12,38,Tel Aviv District,טרור
2019-01,30,Tel Aviv District,טרור
2019-02,29,Tel Aviv District,טרור
2019-03,40,Tel Aviv District,טרור
2019-04,38,Tel Aviv District,טרור
2019-05,34,Tel Aviv District,טרור
2019-06,30,Tel Aviv District,טרור
2019-07,32,Tel Aviv District,טרור
2019-08,20,Tel Aviv District,טרור
2019-09,29,Tel Aviv District,טרור
2019-10,16,Tel Aviv District,טרור
2019-11,33,Tel Aviv District,טרור
2019-12,21,Tel Aviv District,טרור
2020-01,30,Tel Aviv District,טרור
2020-02,33,Tel Aviv District,טרור
2020-03,28,Tel Aviv District,טרור
2020-04,22,Tel Aviv District,טרור
2020-05,31,Tel Aviv District,טרור
2020-06,25,Tel Aviv District,טרור
2020-07,21,Tel Aviv District,טרור
2020-08,35,Tel Aviv District,טרור
2020-09,18,Tel Aviv District,טרור
2020-10,25,Tel Aviv District,טרור
2020-11,24,Tel Aviv District,טרור
2020-12,25,Tel Aviv District,טרור
2021-01,19,Tel Aviv District,טרור
2021-02,28,Tel Aviv District,טרור
2021-03,24,Tel Aviv District,טרור
2021-04,29,Tel Aviv District,טרור
2021-05,62,Tel Aviv District,טרור
2021-06,30,Tel Aviv District,טרור
2021-07,24,Tel Aviv District,טרור
2021-08,27,Tel Aviv District,טרור
2021-09,31,Tel Aviv District,טרור
2021-10,24,Tel Aviv District,טרור
2021-11,34,Tel Aviv District,טרור
2021-12,30,Tel Aviv District,טרור
2022-01,19,Tel Aviv District,טרור
2022-02,32,Tel Aviv District,טרור
2022-03,65,Tel Aviv District,טרור
2022-04,56,Tel Aviv District,טרור
2022-05,52,Tel Aviv District,טרור
2022-06,31,Tel Aviv District,טרור
2022-07,22,Tel Aviv District,טרור
2022-08,34,Tel Aviv District,טרור
2022-09,27,Tel Aviv District,טרור
2022-10,49,Tel Aviv District,טרור
2022-11,45,Tel Aviv District,טרור
2022-12,31,Tel Aviv District,טרור
2014-01,0,Center District,הפסקת אש
2014-02,0,Center District,הפסקת אש
2014-03,0,Center District,הפסקת אש
2014-04,0,Center District,הפסקת אש
2014-05,0,Center District,הפסקת אש
2014-06,0,Center District,הפסקת אש
2014-07,70,Center District,הפסקת אש
2014-08,40,Center District,הפסקת אש
2014-09,18,Center District,הפסקת אש
2014-10,0,Center District,הפסקת אש
2014-11,0,Center District,הפסקת אש
2014-12,0,Center District,הפסקת אש
2015-01,0,Center District,הפסקת אש
2015-02,0,Center District,הפסקת אש
2015-03,0,Center District,הפסקת אש
2015-04,0,Center District,הפסקת אש
2015-05,0,Center District,הפסקת אש
2015-06,0,Center District,הפסקת אש
2015-07,0,Center District,הפסקת אש
2015-08,0,Center District,הפסקת אש
2015-09,0,Center District,הפסקת אש
2015-10,0,Center District,הפסקת אש
2015-11,0,Center District,הפסקת אש
2015-12,0,Center District,הפסקת אש
2016-01,0,Center District,הפסקת אש
2016-02,0,Center District,הפסקת אש
2016-03,0,Center District,הפסקת אש
2016-04,0,Center District,הפסקת אש
2016-05,0,Center District,הפסקת אש
2016-06,0,Center District,הפסקת אש
2016-07,0,Center District,הפסקת אש
2016-08,0,Center District,הפסקת אש
2016-09,0,Center District,הפסקת אש
2016-10,0,Center District,הפסקת אש
2016-11,0,Center District,הפסקת אש
2016-12,0,Center District,הפסקת אש
2017-01,0,Center District,הפסקת אש
2017-02,0,Center District,הפסקת אש
2017-03,0,Center District,הפסקת אש
2017-04,0,Center District,הפסקת אש
2017-05,0,Center District,הפסקת אש
2017-06,0,Center District,הפסקת אש
2017-07,0,Center District,הפסקת אש
2017-08,0,Center District,הפסקת אש
2017-09,0,Center District,הפסקת אש
2017-10,0,Center District,הפסקת אש
2017-11,0,Center District,הפסקת אש
2017-12,0,Center District,הפסקת אש
2018-01,0,Center District,הפסקת אש
2018-02,0,Center District,הפסקת אש
2018-03,0,Center District,הפסקת אש
2018-04,0,Center District,הפסקת אש
2018-05,0,Center District,הפסקת אש
2018-06,0,Center District,הפסקת אש
2018-07,0,Center District,הפסקת אש
2018-08,0,Center District,הפסקת אש
2018-09,0,Center District,הפסקת אש
2018-10,0,Center District,הפסקת אש
2018-11,10,Center District,הפסקת אש
2018-12,0,Center District,הפסקת אש
2019-01,0,Center District,הפסקת אש
2019-02,0,Center District,הפסקת אש
2019-03,7,Center District,הפסקת אש
2019-04,0,Center District,הפסקת אש
2019-05,22,Center District,הפסקת אש
2019-06,0,Center District,הפסקת אש
2019-07,0,Center District,הפסקת אש
2019-08,0,Center District,הפסקת אש
2019-09,0,Center District,הפסקת אש
2019-10,0,Center District,הפסקת אש
2019-11,17,Center District,הפסקת אש
2019-12,0,Center District,הפסקת אש
2020-01,0,Center District,הפסקת אש
2020-02,0,Center District,הפסקת אש
2020-03,0,Center District,הפסקת אש
2020-04,0,Center District,הפסקת אש
2020-05,0,Center District,הפסקת אש
2020-06,0,Center District,הפסקת אש
2020-07,0,Center District,הפסקת אש
2020-08,0,Center District,הפסקת אש
2020-09,0,Center District,הפסקת אש
2020-10,0,Center District,הפסקת אש
2020-11,0,Center District,הפסקת אש
2020-12,0,Center District,הפסקת אש
2021-01,0,Center District,הפסקת אש
2021-02,0,Center District,הפסקת אש
2021-03,0,Center District,הפסקת אש
2021-04,0,Center District,הפסקת אש
2021-05,100,Center District,הפסקת אש
2021-06,0,Center District,הפסקת אש
2021-07,0,Center District,הפסקת אש
2021-08,0,Center District,הפסקת אש
2021-09,0,Center District,הפסקת אש
2021-10,0,Center District,הפסקת אש
2021-11,0,Center District,הפסקת אש
2021-12,0,Center District,הפסקת אש
2022-01,0,Center District,הפסקת אש
2022-02,0,Center District,הפסקת אש
2022-03,0,Center District,הפסקת אש
2022-04,0,Center District,הפסקת אש
2022-05,0,Center District,הפסקת אש
2022-06,0,Center District,הפסקת אש
2022-07,0,Center District,הפסקת אש
2022-08,48,Center District,הפסקת אש
2022-09,0,Center District,הפסקת אש
2022-10,0,Center District,הפסקת אש
2022-11,0,Center District,הפסקת אש
2022-12,0,Center District,הפסקת אש
2014-01,0,Haifa District,הפסקת אש
2014-02,0,Haifa District,הפסקת אש
2014-03,0,Haifa District,הפסקת אש
2014-04,0,Haifa District,הפסקת אש
2014-05,0,Haifa District,הפסקת אש
2014-06,0,Haifa District,הפסקת אש
2014-07,74,Haifa District,הפסקת אש
2014-08,0,Haifa District,הפסקת אש
2014-09,0,Haifa District,הפסקת אש
2014-10,0,Haifa District,הפסקת אש
2014-11,0,Haifa District,הפסקת אש
2014-12,0,Haifa District,הפסקת אש
2015-01,0,Haifa District,הפסקת אש
2015-02,0,Haifa District,הפסקת אש
2015-03,0,Haifa District,הפסקת אש
2015-04,0,Haifa District,הפסקת אש
2015-05,0,Haifa District,הפסקת אש
2015-06,0,Haifa District,הפסקת אש
2015-07,0,Haifa District,הפסקת אש
2015-08,0,Haifa District,הפסקת אש
2015-09,0,Haifa District,הפסקת אש
2015-10,0,Haifa District,הפסקת אש
2015-11,0,Haifa District,הפסקת אש
2015-12,0,Haifa District,הפסקת אש
2016-01,0,Haifa District,הפסקת אש
2016-02,0,Haifa District,הפסקת אש
2016-03,0,Haifa District,הפסקת אש
2016-04,0,Haifa District,הפסקת אש
2016-05,0,Haifa District,הפסקת אש
2016-06,0,Haifa District,הפסקת אש
2016-07,0,Haifa District,הפסקת אש
2016-08,0,Haifa District,הפסקת אש
2016-09,0,Haifa District,הפסקת אש
2016-10,0,Haifa District,הפסקת אש
2016-11,0,Haifa District,הפסקת אש
2016-12,0,Haifa District,הפסקת אש
2017-01,0,Haifa District,הפסקת אש
2017-02,0,Haifa District,הפסקת אש
2017-03,0,Haifa District,הפסקת אש
2017-04,0,Haifa District,הפסקת אש
2017-05,0,Haifa District,הפסקת אש
2017-06,0,Haifa District,הפסקת אש
2017-07,0,Haifa District,הפסקת אש
2017-08,0,Haifa District,הפסקת אש
2017-09,0,Haifa District,הפסקת אש
2017-10,0,Haifa District,הפסקת אש
2017-11,0,Haifa District,הפסקת אש
2017-12,0,Haifa District,הפסקת אש
2018-01,0,Haifa District,הפסקת אש
2018-02,0,Haifa District,הפסקת אש
2018-03,0,Haifa District,הפסקת אש
2018-04,0,Haifa District,הפסקת אש
2018-05,0,Haifa District,הפסקת אש
2018-06,0,Haifa District,הפסקת אש
2018-07,0,Haifa District,הפסקת אש
2018-08,0,Haifa District,הפסקת אש
2018-09,0,Haifa District,הפסקת אש
2018-10,0,Haifa District,הפסקת אש
2018-11,0,Haifa District,הפסקת אש
2018-12,0,Haifa District,הפסקת אש
2019-01,0,Haifa District,הפסקת אש
2019-02,0,Haifa District,הפסקת אש
2019-03,0,Haifa District,הפסקת אש
2019-04,0,Haifa District,הפסקת אש
2019-05,24,Haifa District,הפסקת אש
2019-06,0,Haifa District,הפסקת אש
2019-07,0,Haifa District,הפסקת אש
2019-08,0,Haifa District,הפסקת אש
2019-09,0,Haifa District,הפסקת אש
2019-10,0,Haifa District,הפסקת אש
2019-11,0,Haifa District,הפסקת אש
2019-12,0,Haifa District,הפסקת אש
2020-01,0,Haifa District,הפסקת אש
2020-02,0,Haifa District,הפסקת אש
2020-03,0,Haifa District,הפסקת אש
2020-04,0,Haifa District,הפסקת אש
2020-05,0,Haifa District,הפסקת אש
2020-06,0,Haifa District,הפסקת אש
2020-07,0,Haifa District,הפסקת אש
2020-08,0,Haifa District,הפסקת אש
2020-09,0,Haifa District,הפסקת אש
2020-10,0,Haifa District,הפסקת אש
2020-11,0,Haifa District,הפסקת אש
2020-12,0,Haifa District,הפסקת אש
2021-01,0,Haifa District,הפסקת אש
2021-02,22,Haifa District,הפסקת אש
2021-03,0,Haifa District,הפסקת אש
2021-04,0,Haifa District,הפסקת אש
2021-05,100,Haifa District,הפסקת אש
2021-06,0,Haifa District,הפסקת אש
2021-07,0,Haifa District,הפסקת אש
2021-08,0,Haifa District,הפסקת אש
2021-09,0,Haifa District,הפסקת אש
2021-10,0,Haifa District,הפסקת אש
2021-11,0,Haifa District,הפסקת אש
2021-12,0,Haifa District,הפסקת אש
2022-01,0,Haifa District,הפסקת אש
2022-02,0,Haifa District,הפסקת אש
2022-03,0,Haifa District,הפסקת אש
2022-04,0,Haifa District,הפסקת אש
2022-05,0,Haifa District,הפסקת אש
2022-06,0,Haifa District,הפסקת אש
2022-07,0,Haifa District,הפסקת אש
2022-08,37,Haifa District,הפסקת אש
2022-09,0,Haifa District,הפסקת אש
2022-10,0,Haifa District,הפסקת אש
2022-11,0,Haifa District,הפסקת אש
2022-12,0,Haifa District,הפסקת אש
2014-01,0,Jerusalem District,הפסקת אש
2014-02,0,Jerusalem District,הפסקת אש
2014-03,0,Jerusalem District,הפסקת אש
2014-04,0,Jerusalem District,הפסקת אש
2014-05,0,Jerusalem District,הפסקת אש
2014-06,0,Jerusalem District,הפסקת אש
2014-07,89,Jerusalem District,הפסקת אש
2014-08,71,Jerusalem District,הפסקת אש
2014-09,0,Jerusalem District,הפסקת אש
2014-10,0,Jerusalem District,הפסקת אש
2014-11,0,Jerusalem District,הפסקת אש
2014-12,0,Jerusalem District,הפסקת אש
2015-01,0,Jerusalem District,הפסקת אש
2015-02,0,Jerusalem District,הפסקת אש
2015-03,0,Jerusalem District,הפסקת אש
2015-04,0,Jerusalem District,הפסקת אש
2015-05,0,Jerusalem District,הפסקת אש
2015-06,0,Jerusalem District,הפסקת אש
2015-07,0,Jerusalem District,הפסקת אש
2015-08,0,Jerusalem District,הפסקת אש
2015-09,0,Jerusalem District,הפסקת אש
2015-10,0,Jerusalem District,הפסקת אש
2015-11,0,Jerusalem District,הפסקת אש
2015-12,0,Jerusalem District,הפסקת אש
2016-01,0,Jerusalem District,הפסקת אש
2016-02,0,Jerusalem District,הפסקת אש
2016-03,0,Jerusalem District,הפסקת אש
2016-04,0,Jerusalem District,הפסקת אש
2016-05,0,Jerusalem District,הפסקת אש
2016-06,0,Jerusalem District,הפסקת אש
2016-07,0,Jerusalem District,הפסקת אש
2016-08,0,Jerusalem District,הפסקת אש
2016-09,0,Jerusalem District,הפסקת אש
2016-10,0,Jerusalem District,הפסקת אש
2016-11,0,Jerusalem District,הפסקת אש
2016-12,0,Jerusalem District,הפסקת אש
2017-01,0,Jerusalem District,הפסקת אש
2017-02,0,Jerusalem District,הפסקת אש
2017-03,0,Jerusalem District,הפסקת אש
2017-04,0,Jerusalem District,הפסקת אש
2017-05,0,Jerusalem District,הפסקת אש
2017-06,0,Jerusalem District,הפסקת אש
2017-07,0,Jerusalem District,הפסקת אש
2017-08,0,Jerusalem District,הפסקת אש
2017-09,0,Jerusalem District,הפסקת אש
2017-10,0,Jerusalem District,הפסקת אש
2017-11,0,Jerusalem District,הפסקת אש
2017-12,0,Jerusalem District,הפסקת אש
2018-01,0,Jerusalem District,הפסקת אש
2018-02,0,Jerusalem District,הפסקת אש
2018-03,0,Jerusalem District,הפסקת אש
2018-04,0,Jerusalem District,הפסקת אש
2018-05,0,Jerusalem District,הפסקת אש
2018-06,0,Jerusalem District,הפסקת אש
2018-07,0,Jerusalem District,הפסקת אש
2018-08,0,Jerusalem District,הפסקת אש
2018-09,0,Jerusalem District,הפסקת אש
2018-10,0,Jerusalem District,הפסקת אש
2018-11,0,Jerusalem District,הפסקת אש
2018-12,0,Jerusalem District,הפסקת אש
2019-01,0,Jerusalem District,הפסקת אש
2019-02,0,Jerusalem District,הפסקת אש
2019-03,0,Jerusalem District,הפסקת אש
2019-04,0,Jerusalem District,הפסקת אש
2019-05,0,Jerusalem District,הפסקת אש
2019-06,0,Jerusalem District,הפסקת אש
2019-07,0,Jerusalem District,הפסקת אש
2019-08,0,Jerusalem District,הפסקת אש
2019-09,0,Jerusalem District,הפסקת אש
2019-10,0,Jerusalem District,הפסקת אש
2019-11,28,Jerusalem District,הפסקת אש
2019-12,0,Jerusalem District,הפסקת אש
2020-01,0,Jerusalem District,הפסקת אש
2020-02,0,Jerusalem District,הפסקת אש
2020-03,0,Jerusalem District,הפסקת אש
2020-04,0,Jerusalem District,הפסקת אש
2020-05,0,Jerusalem District,הפסקת אש
2020-06,0,Jerusalem District,הפסקת אש
2020-07,0,Jerusalem District,הפסקת אש
2020-08,0,Jerusalem District,הפסקת אש
2020-09,0,Jerusalem District,הפסקת אש
2020-10,0,Jerusalem District,הפסקת אש
2020-11,0,Jerusalem District,הפסקת אש
2020-12,0,Jerusalem District,הפסקת אש
2021-01,0,Jerusalem District,הפסקת אש
2021-02,0,Jerusalem District,הפסקת אש
2021-03,0,Jerusalem District,הפסקת אש
2021-04,0,Jerusalem District,הפסקת אש
2021-05,100,Jerusalem District,הפסקת אש
2021-06,0,Jerusalem District,הפסקת אש
2021-07,0,Jerusalem District,הפסקת אש
2021-08,0,Jerusalem District,הפסקת אש
2021-09,0,Jerusalem District,הפסקת אש
2021-10,0,Jerusalem District,הפסקת אש
2021-11,0,Jerusalem District,הפסקת אש
2021-12,0,Jerusalem District,הפסקת אש
2022-01,0,Jerusalem District,הפסקת אש
2022-02,0,Jerusalem District,הפסקת אש
2022-03,0,Jerusalem District,הפסקת אש
2022-04,0,Jerusalem District,הפסקת אש
2022-05,0,Jerusalem District,הפסקת אש
2022-06,0,Jerusalem District,הפסקת אש
2022-07,0,Jerusalem District,הפסקת אש
2022-08,42,Jerusalem District,הפסקת אש
2022-09,0,Jerusalem District,הפסקת אש
2022-10,0,Jerusalem District,הפסקת אש
2022-11,0,Jerusalem District,הפסקת אש
2022-12,0,Jerusalem District,הפסקת אש
2014-01,0,North District,הפסקת אש
2014-02,0,North District,הפסקת אש
2014-03,0,North District,הפסקת אש
2014-04,0,North District,הפסקת אש
2014-05,0,North District,הפסקת אש
2014-06,0,North District,הפסקת אש
2014-07,0,North District,הפסקת אש
2014-08,0,North District,הפסקת אש
2014-09,0,North District,הפסקת אש
2014-10,0,North District,הפסקת אש
2014-11,0,North District,הפסקת אש
2014-12,0,North District,הפסקת אש
2015-01,0,North District,הפסקת אש
2015-02,0,North District,הפסקת אש
2015-03,0,North District,הפסקת אש
2015-04,0,North District,הפסקת אש
2015-05,0,North District,הפסקת אש
2015-06,0,North District,הפסקת אש
2015-07,0,North District,הפסקת אש
2015-08,0,North District,הפסקת אש
2015-09,0,North District,הפסקת אש
2015-10,0,North District,הפסקת אש
2015-11,0,North District,הפסקת אש
2015-12,0,North District,הפסקת אש
2016-01,0,North District,הפסקת אש
2016-02,0,North District,הפסקת אש
2016-03,0,North District,הפסקת אש
2016-04,0,North District,הפסקת אש
2016-05,0,North District,הפסקת אש
2016-06,0,North District,הפסקת אש
2016-07,0,North District,הפסקת אש
2016-08,0,North District,הפסקת אש
2016-09,0,North District,הפסקת אש
2016-10,0,North District,הפסקת אש
2016-11,0,North District,הפסקת אש
2016-12,0,North District,הפסקת אש
2017-01,0,North District,הפסקת אש
2017-02,0,North District,הפסקת אש
2017-03,0,North District,הפסקת אש
2017-04,0,North District,הפסקת אש
2017-05,0,North District,הפסקת אש
2017-06,0,North District,הפסקת אש
2017-07,0,North District,הפסקת אש
2017-08,0,North District,הפסקת אש
2017-09,0,North District,הפסקת אש
2017-10,0,North District,הפסקת אש
2017-11,0,North District,הפסקת אש
2017-12,0,North District,הפסקת אש
2018-01,0,North District,הפסקת אש
2018-02,0,North District,הפסקת אש
2018-03,0,North District,הפסקת אש
2018-04,0,North District,הפסקת אש
2018-05,0,North District,הפסקת אש
2018-06,0,North District,הפסקת אש
2018-07,0,North District,הפסקת אש
2018-08,0,North District,הפסקת אש
2018-09,0,North District,הפסקת אש
2018-10,0,North District,הפסקת אש
2018-11,0,North District,הפסקת אש
2018-12,0,North District,הפסקת אש
2019-01,0,North District,הפסקת אש
2019-02,0,North District,הפסקת אש
2019-03,0,North District,הפסקת אש
2019-04,0,North District,הפסקת אש
2019-05,0,North District,הפסקת אש
2019-06,0,North District,הפסקת אש
2019-07,0,North District,הפסקת אש
2019-08,0,North District,הפסקת אש
2019-09,0,North District,הפסקת אש
2019-10,0,North District,הפסקת אש
2019-11,0,North District,הפסקת אש
2019-12,0,North District,הפסקת אש
2020-01,0,North District,הפסקת אש
2020-02,0,North District,הפסקת אש
2020-03,0,North District,הפסקת אש
2020-04,0,North District,הפסקת אש
2020-05,0,North District,הפסקת אש
2020-06,0,North District,הפסקת אש
2020-07,0,North District,הפסקת אש
2020-08,0,North District,הפסקת אש
2020-09,0,North District,הפסקת אש
2020-10,0,North District,הפסקת אש
2020-11,0,North District,הפסקת אש
2020-12,0,North District,הפסקת אש
2021-01,0,North District,הפסקת אש
2021-02,0,North District,הפסקת אש
2021-03,0,North District,הפסקת אש
2021-04,0,North District,הפסקת אש
2021-05,100,North District,הפסקת אש
2021-06,39,North District,הפסקת אש
2021-07,0,North District,הפסקת אש
2021-08,0,North District,הפסקת אש
2021-09,0,North District,הפסקת אש
2021-10,0,North District,הפסקת אש
2021-11,0,North District,הפסקת אש
2021-12,0,North District,הפסקת אש
2022-01,0,North District,הפסקת אש
2022-02,0,North District,הפסקת אש
2022-03,0,North District,הפסקת אש
2022-04,0,North District,הפסקת אש
2022-05,0,North District,הפסקת אש
2022-06,0,North District,הפסקת אש
2022-07,0,North District,הפסקת אש
2022-08,34,North District,הפסקת אש
2022-09,0,North District,הפסקת אש
2022-10,0,North District,הפסקת אש
2022-11,0,North District,הפסקת אש
2022-12,0,North District,הפסקת אש
2014-01,0,South District,הפסקת אש
2014-02,0,South District,הפסקת אש
2014-03,0,South District,הפסקת אש
2014-04,0,South District,הפסקת אש
2014-05,0,South District,הפסקת אש
2014-06,0,South District,הפסקת אש
2014-07,26,South District,הפסקת אש
2014-08,29,South District,הפסקת אש
2014-09,0,South District,הפסקת אש
2014-10,0,South District,הפסקת אש
2014-11,0,South District,הפסקת אש
2014-12,0,South District,הפסקת אש
2015-01,0,South District,הפסקת אש
2015-02,0,South District,הפסקת אש
2015-03,0,South District,הפסקת אש
2015-04,0,South District,הפסקת אש
2015-05,0,South District,הפסקת אש
2015-06,0,South District,הפסקת אש
2015-07,0,South District,הפסקת אש
2015-08,0,South District,הפסקת אש
2015-09,0,South District,הפסקת אש
2015-10,0,South District,הפסקת אש
2015-11,0,South District,הפסקת אש
2015-12,0,South District,הפסקת אש
2016-01,0,South District,הפסקת אש
2016-02,0,South District,הפסקת אש
2016-03,0,South District,הפסקת אש
2016-04,0,South District,הפסקת אש
2016-05,0,South District,הפסקת אש
2016-06,0,South District,הפסקת אש
2016-07,0,South District,הפסקת אש
2016-08,0,South District,הפסקת אש
2016-09,0,South District,הפסקת אש
2016-10,0,South District,הפסקת אש
2016-11,0,South District,הפסקת אש
2016-12,0,South District,הפסקת אש
2017-01,0,South District,הפסקת אש
2017-02,0,South District,הפסקת אש
2017-03,0,South District,הפסקת אש
2017-04,0,South District,הפסקת אש
2017-05,0,South District,הפסקת אש
2017-06,0,South District,הפסקת אש
2017-07,0,South District,הפסקת אש
2017-08,0,South District,הפסקת אש
2017-09,0,South District,הפסקת אש
2017-10,0,South District,הפסקת אש
2017-11,0,South District,הפסקת אש
2017-12,0,South District,הפסקת אש
2018-01,0,South District,הפסקת אש
2018-02,0,South District,הפסקת אש
2018-03,0,South District,הפסקת אש
2018-04,0,South District,הפסקת אש
2018-05,6,South District,הפסקת אש
2018-06,0,South District,הפסקת אש
2018-07,6,South District,הפסקת אש
2018-08,0,South District,הפסקת אש
2018-09,0,South District,הפסקת אש
2018-10,0,South District,הפסקת אש
2018-11,17,South District,הפסקת אש
2018-12,0,South District,הפסקת אש
2019-01,0,South District,הפסקת אש
2019-02,0,South District,הפסקת אש
2019-03,12,South District,הפסקת אש
2019-04,0,South District,הפסקת אש
2019-05,40,South District,הפסקת אש
2019-06,0,South District,הפסקת אש
2019-07,0,South District,הפסקת אש
2019-08,0,South District,הפסקת אש
2019-09,0,South District,הפסקת אש
2019-10,0,South District,הפסקת אש
2019-11,33,South District,הפסקת אש
2019-12,0,South District,הפסקת אש
2020-01,0,South District,הפסקת אש
2020-02,6,South District,הפסקת אש
2020-03,0,South District,הפסקת אש
2020-04,0,South District,הפסקת אש
2020-05,0,South District,הפסקת אש
2020-06,0,South District,הפסקת אש
2020-07,0,South District,הפסקת אש
2020-08,0,South District,הפסקת אש
2020-09,0,South District,הפסקת אש
2020-10,0,South District,הפסקת אש
2020-11,0,South District,הפסקת אש
2020-12,0,South District,הפסקת אש
2021-01,0,South District,הפסקת אש
2021-02,0,South District,הפסקת אש
2021-03,0,South District,הפסקת אש
2021-04,0,South District,הפסקת אש
2021-05,100,South District,הפסקת אש
2021-06,5,South District,הפסקת אש
2021-07,0,South District,הפסקת אש
2021-08,0,South District,הפסקת אש
2021-09,0,South District,הפסקת אש
2021-10,0,South District,הפסקת אש
2021-11,0,South District,הפסקת אש
2021-12,0,South District,הפסקת אש
2022-01,0,South District,הפסקת אש
2022-02,0,South District,הפסקת אש
2022-03,0,South District,הפסקת אש
2022-04,0,South District,הפסקת אש
2022-05,0,South District,הפסקת אש
2022-06,0,South District,הפסקת אש
2022-07,0,South District,הפסקת אש
2022-08,48,South District,הפסקת אש
2022-09,0,South District,הפסקת אש
2022-10,0,South District,הפסקת אש
2022-11,0,South District,הפסקת אש
2022-12,0,South District,הפסקת אש
2014-01,0,Tel Aviv District,הפסקת אש
2014-02,0,Tel Aviv District,הפסקת אש
2014-03,0,Tel Aviv District,הפסקת אש
2014-04,0,Tel Aviv District,הפסקת אש
2014-05,0,Tel Aviv District,הפסקת אש
2014-06,0,Tel Aviv District,הפסקת אש
2014-07,59,Tel Aviv District,הפסקת אש
2014-08,32,Tel Aviv District,הפסקת אש
2014-09,10,Tel Aviv District,הפסקת אש
2014-10,0,Tel Aviv District,הפסקת אש
2014-11,0,Tel Aviv District,הפסקת אש
2014-12,0,Tel Aviv District,הפסקת אש
2015-01,0,Tel Aviv District,הפסקת אש
2015-02,0,Tel Aviv District,הפסקת אש
