"","SEMEL_YISHUV","loc","locality","X2006","X2009","X2013","X2015","X2019","X2019_2","X2020","X2021","X2022","lat","long","distance"
"593",807,"חניאל","חניאל",0.0997304582210243,0.157657657657658,0.134657836644592,0.0995850622406639,0.127310061601643,0.113168724279835,0.137339055793991,0.093816631130064,0.0959488272921109,32.3331206,34.9487035,92.7506208556801
"594",808,"ניראליהו","ניר אליהו",0.00904977375565611,0.0411522633744856,0.0548523206751055,0.0410958904109589,0.0505050505050505,0.051948051948052,0.0664451827242525,0.0404984423676012,0.0414012738853503,32.1972309,34.9485296,79.5877817897003
"595",809,"נחם","נחם",0.118942731277533,0.302040816326531,0.322289156626506,0.514204545454545,0.552325581395349,0.550769230769231,0.620481927710843,0.576158940397351,0.457317073170732,31.767209,35.003968,48.101172322619
"596",810,"עופר","עופר",0.0851063829787234,0.18695652173913,0.202090592334495,0.2508038585209,0.220820189274448,0.237942122186495,0.268456375838926,0.227586206896552,0.192182410423453,32.622139,34.981089,123.170265166124
"597",811,"יכיני","יכיני",0.208695652173913,0.49618320610687,0.39937106918239,0.631428571428571,0.612299465240642,0.611859838274933,0.702349869451697,0.603932584269663,0.597402597402597,31.4827316,34.6011976,5.70853006912237
"598",812,"שלומי","שלומי",0.100194174757282,0.254644808743169,0.341414812354699,0.356709168184578,0.463378176382661,0.447243627741553,0.50674318507891,0.438120256859311,0.435185185185185,33.0660977,35.1464375,175.310206669621
"599",813,"עיןיעקב","עין יעקב",0.128834355828221,0.282967032967033,0.234883720930233,0.362473347547974,0.424908424908425,0.36976320582878,0.5,0.374087591240876,0.348111658456486,33.0102365,35.2291919,171.936771700753
"600",814,"תלמים","תלמים",0.074468085106383,0.156804733727811,0.220588235294118,0.340579710144928,0.49047619047619,0.44988864142539,0.54932735426009,0.424821002386635,0.3276955602537,31.564938,34.671067,10.2597957607818
"601",815,"זבדיאל","זבדיאל",0.357142857142857,0.392156862745098,0.282828282828283,0.529220779220779,0.556213017751479,0.564469914040115,0.617563739376771,0.556497175141243,0.414322250639386,31.6599209,34.76289,22.5561484942436
"602",816,"זנוח","זנוח",0.192090395480226,0.46448087431694,0.504310344827586,0.553113553113553,0.65017667844523,0.531986531986532,0.680555555555556,0.55956678700361,0.504918032786885,31.7316691,34.9989055,45.9659465415565
"603",817,"עזריקם","עזריקם",0.200945626477541,0.480730223123732,0.393356643356643,0.559006211180124,0.594972067039106,0.448871181938911,0.670698924731183,0.604285714285714,0.575289575289575,31.7498831,34.696152,25.4589189405478
"604",818,"זרחיה","זרחיה",0.102040816326531,0.302158273381295,0.236760124610592,0.408450704225352,0.552763819095477,0.466830466830467,0.562200956937799,0.481308411214953,0.378619153674833,31.682231,34.746495,22.6729007444013
"605",819,"אביגדור","אביגדור",0.026525198938992,0.143920595533499,0.0921052631578947,0.0947368421052632,0.0883534136546185,0.0737704918032787,0.113636363636364,0.0794979079497908,0.107660455486542,31.7072915,34.742767,25.0311640589872
"606",820,"חלץ","חלץ",0.2,0.331858407079646,0.301801801801802,0.423387096774194,0.55,0.545081967213115,0.647286821705426,0.58203125,0.567164179104478,31.5771965,34.6587029,9.42595571757026
"607",821,"אחוזם","אחוזם",0.407407407407407,0.552301255230126,0.4,0.568773234200744,0.689530685920578,0.620338983050847,0.685920577617328,0.600694444444444,0.544827586206897,31.5537641,34.7697735,19.1622990418015
"608",822,"מטע","מטע",0.0956521739130435,0.276752767527675,0.288819875776398,0.375959079283887,0.346055979643766,0.374045801526718,0.449748743718593,0.330049261083744,0.309352517985612,31.7177145,35.0632326,50.6660451606659
"609",823,"ברגיורא","בר גיורא",0.262376237623762,0.387931034482759,0.342960288808664,0.406779661016949,0.495327102803738,0.48993288590604,0.587096774193548,0.490131578947368,0.460843373493976,31.7296975,35.071218,52.0295750987933
"610",824,"כוכבמיכאל","כוכב מיכאל",0.033033033033033,0.116847826086957,0.0976138828633406,0.0892494929006085,0.132827324478178,0.13894324853229,0.194552529182879,0.114173228346457,0.142329020332717,31.6294461,34.6692325,13.5611909229039
"611",825,"נסהרים","נס הרים",0.199152542372881,0.458483754512635,0.350132625994695,0.398076923076923,0.383275261324042,0.313458262350937,0.446308724832215,0.320819112627986,0.3109375,31.7438754,35.0581699,51.4831068099286
"612",826,"עוזה","עוזה",0.105485232067511,0.225409836065574,0.212927756653992,0.445205479452055,0.487179487179487,0.47887323943662,0.506944444444444,0.423076923076923,0.43609022556391,31.5935736,34.764505,19.4333582416386
"613",827,"נווהמבטח","נווה מבטח",0.0491228070175439,0.121794871794872,0.19047619047619,0.126126126126126,0.129380053908356,0.102150537634409,0.17877094972067,0.121546961325967,0.146153846153846,31.804946,34.741747,33.0007753589802
"614",828,"ישרש","ישרש",0.133333333333333,0.367758186397985,0.34009009009009,0.37992125984252,0.476534296028881,0.327239488117002,0.536538461538462,0.495412844036697,0.474060822898032,31.9154431,34.846784,48.7886127954215
"615",829,"מבטחים","מבטחים",0.0731707317073171,0.195979899497487,0.296803652968037,0.456140350877193,0.521367521367521,0.42914979757085,0.566666666666667,0.543933054393305,0.390977443609023,31.2412965,34.4076461,6.88610167343291
"616",831,"ירוחם","ירוחם",0.0682039623254303,0.207541478129713,0.247535305089262,0.326377092938607,0.418051756785188,0.417048770320967,0.475612224246104,0.399830759466892,0.374538386783285,30.9866729,34.916939,62.7653418506404
"617",836,"גנות","גנות",0.168141592920354,0.288065843621399,0.235294117647059,0.22887323943662,0.247191011235955,0.243445692883895,0.313432835820896,0.232209737827715,0.210332103321033,32.017835,34.8296679,56.7583024623437
"618",837,"עזריאל","עזריאל",0.312727272727273,0.543283582089552,0.417910447761194,0.536585365853659,0.608782435129741,0.559917355371901,0.639278557114228,0.536796536796537,0.55193482688391,32.2615839,34.9701744,86.7595564245264
"619",838,"פדיה","פדיה",0.195744680851064,0.43046357615894,0.498607242339833,0.5,0.601307189542484,0.511777301927195,0.625,0.575824175824176,0.54601226993865,31.8573,34.882367,46.0388391695532
"620",839,"פתחיה","פתחיה",0.194078947368421,0.416879795396419,0.312354312354312,0.3582995951417,0.428865979381443,0.370292887029289,0.548117154811716,0.444206008583691,0.416666666666667,31.868493,34.8839354,47.0085941569957
"621",840,"כיסופים","כיסופים",0,0.075187969924812,0.0141843971631206,0.0584415584415584,0.0636942675159236,0.0684931506849315,0.0897435897435897,0.0774193548387097,0.0802469135802469,31.3748035,34.3987484,2.08498582094731
"622",841,"אלישמע","אלישמע",0.1,0.280898876404494,0.291595197255575,0.328478964401294,0.427701674277017,0.350793650793651,0.499202551834131,0.454823889739663,0.4375,32.1539575,34.9264919,74.4551008684636
"623",842,"געש","געש",0,0.0180412371134021,0.0169082125603865,0.00884955752212389,0.0350194552529183,0.0426356589147287,0.0554493307839388,0.0467625899280576,0.0540540540540541,32.2292006,34.8242065,77.1436906294363
"624",843,"מרגליות","מרגליות",0.133333333333333,0.19205298013245,0.237762237762238,0.274285714285714,0.26984126984127,0.289340101522843,0.48469387755102,0.382978723404255,0.470319634703196,33.2151339,35.5453855,205.323957374213
"625",844,"נחלעוז","נחל עוז",0.0174418604651163,0.0558659217877095,0.0739130434782609,0.0495495495495495,0.0612244897959184,0.055793991416309,0.088,0.0635593220338983,0.104,31.4723415,34.497926,1.29611575329422
"626",845,"כפרעזה","כפר עזה",0.00963855421686747,0.0444444444444444,0.040650406504065,0.037328094302554,0.0473484848484848,0.0419161676646707,0.0676691729323308,0.0664206642066421,0.0871886120996441,31.4834635,34.533009,2.28181360973957
"627",846,"שפר","שפר",0.225225225225225,0.338709677419355,0.421052631578947,0.509708737864078,0.532188841201717,0.539473684210526,0.607929515418502,0.536231884057971,0.560538116591928,32.9426339,35.4362195,174.199413017909
"628",849,"דבירה","דבירה",0,0.0375,0.0446927374301676,0.042713567839196,0.0585858585858586,0.056640625,0.0918367346938776,0.0665399239543726,0.0842911877394636,31.4126684,34.8243395,27.8634503484783
"629",850,"אחיטוב","אחיטוב",0.0865671641791045,0.238805970149254,0.261640798226164,0.269724770642202,0.309653916211293,0.215722120658135,0.370848708487085,0.27831094049904,0.32486388384755,32.3885199,34.9874885,99.8875292522459
"630",851,"ניצניעוז","ניצני עוז",0.116279069767442,0.249388753056235,0.223360655737705,0.255395683453237,0.317204301075269,0.234676007005254,0.371278458844133,0.301675977653631,0.281138790035587,32.3061439,35.003506,92.5815211332671
"631",852,"גונן","גונן",0.0217391304347826,0.0738916256157636,0.0524017467248908,0.0327868852459016,0.0460251046025105,0.0572687224669604,0.0555555555555556,0.0547945205479452,0.0582959641255605,33.1241971,35.6457011,201.610603671579
"632",853,"גאליה","גאליה",0.0859375,0.196808510638298,0.201923076923077,0.159375,0.175572519083969,0.17192429022082,0.240249609984399,0.186728395061728,0.176961602671119,31.8850621,34.7667071,41.262653077994
"633",854,"רחוב","רחוב",0.149253731343284,0.464705882352941,0.407821229050279,0.548387096774194,0.68936170212766,0.733905579399142,0.788617886178862,0.756410256410256,0.692307692307692,32.4509745,35.4891885,133.123001514202
"634",856,"שעלבים","שעלבים",0.0202312138728324,0.0917159763313609,0.0527704485488127,0.114068441064639,0.101123595505618,0.0923317683881064,0.153605015673981,0.0816326530612245,0.0936555891238671,31.8706875,34.9831209,53.6224281613156
"635",857,"כפראביב","כפר אביב",0.0990712074303406,0.218997361477573,0.171355498721228,0.175480769230769,0.165853658536585,0.142506142506143,0.209245742092457,0.156626506024096,0.149144254278729,31.8317515,34.7197404,33.9041690686569
"636",858,"נווהירק","נווה ירק",0.0646950092421442,0.150912106135987,0.110132158590308,0.0985714285714286,0.107988165680473,0.106766917293233,0.138805970149254,0.0950226244343891,0.118461538461538,32.1323245,34.924612,72.4464128396403
"637",859,"כסלון","כסלון",0.393700787401575,0.403973509933775,0.387978142076503,0.46046511627907,0.533018867924528,0.451776649746193,0.605633802816901,0.478260869565217,0.397321428571429,31.774366,35.0505076,52.3417516504642
"638",861,"שדהאליעזר","שדה אליעזר",0.164335664335664,0.314814814814815,0.245283018867925,0.314855875831486,0.29375,0.268817204301075,0.319474835886214,0.255707762557078,0.26963906581741,33.0462815,35.5645789,190.192213832281
"639",862,"גנייוחנן","גני יוחנן",0.0726643598615917,0.191823899371069,0.191709844559585,0.215189873417722,0.295739348370927,0.287841191066998,0.363408521303258,0.318652849740933,0.309462915601023,31.8580225,34.8402214,43.2616977687827
"640",863,"גינתון","גינתון",0.0549132947976879,0.166253101736973,0.15948275862069,0.144578313253012,0.183235867446394,0.171153846153846,0.237911025145068,0.19488188976378,0.189243027888446,31.963241,34.914353,56.8256218985396
"641",864,"בקוע","בקוע",0.176245210727969,0.348484848484849,0.306451612903226,0.443502824858757,0.448441247002398,0.425925925925926,0.554778554778555,0.453865336658354,0.404661016949153,31.828808,34.9244695,46.406515795165
"642",865,"שיבולים","שיבולים",0.192546583850932,0.441860465116279,0.441624365482233,0.567961165048544,0.582159624413146,0.575129533678757,0.688118811881188,0.573684210526316,0.509259259259259,31.3957329,34.6072155,14.2548002942174
"643",866,"יטבתה","יטבתה",0.0119047619047619,0.038781163434903,0.017632241813602,0.0297029702970297,0.0261904761904762,0.0314009661835749,0.0458715596330275,0.0275862068965517,0.0358851674641148,29.8955869,35.0590104,166.108798305386
"644",868,"אלונייצחק","אלוני יצחק",0.0909090909090909,0.227272727272727,0.178571428571429,0.222222222222222,0.25,0.142857142857143,0.130434782608696,0.0434782608695652,0.0416666666666667,32.5099965,35.0052,112.596624025413
"645",870,"גבעתהשלושה","גבעת השלושה",0.025,0.0481099656357388,0.0744047619047619,0.0547550432276657,0.0897435897435897,0.0904392764857881,0.119170984455959,0.0863309352517986,0.0924574209245742,32.098878,34.9202775,69.1061764494825
"646",871,"עינת","עינת",0.016260162601626,0.0586510263929619,0.0295566502463054,0.0427927927927928,0.0642398286937901,0.0637362637362637,0.0759493670886076,0.0579710144927536,0.0836820083682008,32.0797105,34.9394815,68.615173358749
"647",872,"גאוליתימן","גאולי תימן",0.126829268292683,0.321782178217822,0.37037037037037,0.368932038834951,0.502439024390244,0.456310679611651,0.521739130434783,0.450549450549451,0.427083333333333,32.392585,34.9014391,96.5130534046276
"648",873,"שלווה","שלווה",0.122222222222222,0.278026905829596,0.346846846846847,0.551851851851852,0.657894736842105,0.598639455782313,0.688271604938272,0.524271844660194,0.495726495726496,31.5638924,34.7686099,18.9547405324835
"649",874,"מגדלהעמק","מגדל העמק",0.132365832278173,0.267982456140351,0.415328887791224,0.349101301045349,0.38939246385497,0.390826921640397,0.4532807617914,0.379753740648379,0.374364846489659,32.6797404,35.2467935,139.784789114592
"650",877,"ביתחירות","בית חירות",0.0111731843575419,0.0623376623376623,0.0337078651685393,0.0221238938053097,0.0147991543340381,0.00851063829787234,0.0170575692963753,0.0211864406779661,0.0173160173160173,32.3794988,34.8705486,94.1208642937242
"651",880,"עיןשריד","עין שריד",0.0822898032200358,0.234797297297297,0.211126961483595,0.254498714652956,0.285018270401949,0.267469879518072,0.341523341523342,0.255501222493888,0.25779376498801,32.2734114,34.935973,86.2533934010651
"652",885,"שדהבוקר","שדה בוקר",0.00689655172413793,0.0253623188405797,0.0433333333333333,0.0306513409961686,0.0140845070422535,0.0222222222222222,0.032258064516129,0.0177935943060498,0.0377358490566038,30.8735606,34.793967,61.5398120026442
"653",888,"כפרהריף","כפר הרי""ף",0.0827814569536424,0.193181818181818,0.165,0.146666666666667,0.150561797752809,0.138888888888889,0.183368869936034,0.153333333333333,0.145969498910675,31.7438356,34.7947419,31.0184108864998
"654",889,"כפרחסידיםב","כפר חסידים ב'",0.0930232558139535,0.263736263736264,0.233333333333333,0.205,0.253086419753086,0.304347826086957,0.422077922077922,0.283018867924528,0.267515923566879,32.7492255,35.0908395,140.344060358538
"655",892,"עבדון","עבדון",0.0582959641255605,0.149425287356322,0.217105263157895,0.345132743362832,0.512396694214876,0.501340482573727,0.618666666666667,0.523545706371191,0.437810945273632,33.0478246,35.1782645,174.300853327134
"656",913,"שבליאוםאלגנם","שבלי - אום אל-גנם",0.00256410256410256,0.0191146881287726,0.0488644184445974,0.0018984337921215,0.0163214061519146,0.00472914875322442,0.00593589236248516,0.0451977401129944,0.0146147032772365,32.6841665,35.396944,148.339353972136
"657",916,"ישע","ישע",0.1015625,0.217687074829932,0.21301775147929,0.234042553191489,0.318407960199005,0.292682926829268,0.378787878787879,0.324607329842932,0.293023255813953,31.247755,34.4014755,5.80078435052573
"658",917,"עצמוןשגב","עצמון שגב",0.0203160270880361,0.069672131147541,0.0868824531516184,0.0470779220779221,0.0632530120481928,0.0582089552238806,0.0648567119155355,0.057909604519774,0.0586510263929619,32.8656095,35.2530475,158.315640798681
"659",919,"גבעתישעיהו","גבעת ישעיהו",0.0982658959537572,0.185344827586207,0.140983606557377,0.165775401069519,0.149367088607595,0.0981912144702842,0.163682864450128,0.126315789473684,0.14207650273224,31.670608,34.9504485,38.6263478291583
"660",921,"שערמנשה","שער מנשה",0,0,0.2,0.416666666666667,0.181818181818182,0.181818181818182,0.272727272727273,0.461538461538462,0.35,32.4438777,35.0065985,106.811680912326
"661",922,"רכסים","רכסים",0.0373431282522192,0.0877651845393781,0.0584835876098012,0.0770060396893874,0.0704171450440107,0.0671599317017644,0.0793621013133208,0.0628614064540198,0.0464279595682714,32.749656,35.1080119,140.865679800534
"662",939,"מסעודיןאלעזאזמה","מסעודין אל-עזאזמה",0.00780487804878049,0.00561797752808989,0.0032379924446843,0.00377500943752359,0.00170299727520436,0.000914494741655235,0.00113895216400911,0.00621285791464074,0.00407228302367015,31.1992635,34.817449,NA
"663",942,"סואעדחמרייה","סואעד (חמרייה)",NA,0.204081632653061,0.205479452054795,0.0416666666666667,0,0,0,0.0196078431372549,0,32.7669035,35.168324,146.514025761016
"664",944,"בסמתטבעון","בסמת טבעון",0.00273224043715847,0.0217741935483871,0.0706231454005935,0.0106202209005947,0.0202578268876611,0.0105949470252649,0.0112781954887218,0.172649572649573,0.0274771024146545,32.7428446,35.153073,141.494054176318
"665",956,"הוזיילשבט","הוזייל (שבט)",0,0.0808080808080808,0.0209424083769634,0.00974025974025974,0.0255681818181818,0.0130548302872063,0.00436681222707424,0.0714285714285714,0.0226130653266332,31.4177383,34.7597942,NA
"666",957,"עוקביבנועוקבה","עוקבי (בנו עוקבה)",0,0.0175438596491228,0.0373134328358209,0.00613496932515337,0,0,0,0.015748031496063,0.00574712643678161,31.2832105,34.930794,NA
"667",958,"אבועבדוןשבט","אבו עבדון (שבט)",NA,NA,0.0144927536231884,0,0,0,0,0.148148148148148,0,31.3013965,34.841655,NA
"668",960,"אסדשבט","אסד (שבט)",0,0,0.072289156626506,0.0606060606060606,0.0625,0.0380952380952381,0.00769230769230769,0.024390243902439,0.0078125,31.3321635,34.860437,NA
"669",961,"אבורוקייקשבט","אבו רוקייק (שבט)",0.0051150895140665,0.00764525993883792,0.00600600600600601,0.00555114988104679,0.00896057347670251,0.00314465408805031,0.00138504155124654,0.0240825688073395,0.00430004777830865,31.2595395,34.863897,NA
"670",962,"טובאזנגריה","טובא-זנגריה",0.00204081632653061,0.00624442462087422,0.00768573868488471,0.0348314606741573,0.0278422273781903,0.0181912681912682,0.0121527777777778,0.190033222591362,0.0278444551128181,32.964856,35.589887,183.979698890448
"671",963,"אעצםשבט","אעצם (שבט)",0.00394218134034166,0.010752688172043,0.00321802091713596,0.00765696784073507,0.00742311770943796,0.00586041555673948,0.000984736582964057,0.00873069173942243,0.00957395883197702,31.2958155,34.903102,NA
"672",964,"קודייראתאצאנעש","קודייראת א-צאנע(ש",0.00239808153477218,0.0261780104712042,0.00671140939597315,0,0.0240963855421687,0.0151515151515152,0,0.0137931034482759,0.00882352941176471,31.2931065,35.10564,NA
"673",965,"אטרששבט","אטרש (שבט)",0.00970873786407767,0.0133333333333333,0.00689655172413793,0.00444444444444444,0.00444444444444444,0.00425531914893617,0.00391389432485323,0.0404858299595142,0.0100334448160535,31.2641606,34.948716,NA
"674",966,"אבורובייעהשבט","אבו רובייעה (שבט)",0.00452488687782805,0.0168421052631579,0.00420168067226891,0.0141843971631206,0.00664010624169987,0.0082930200414651,0.00266134397870925,0.0538302277432712,0.0183299389002037,31.2308106,35.064209,NA
"675",967,"אבוגווייעדשבט","אבו ג'ווייעד (שבט",0.05,0.00505050505050505,0.0242718446601942,0.00980392156862745,0.00740740740740741,0.00562851782363977,0.0067911714770798,0.00581395348837209,0.0222222222222222,31.1806625,35.072843,NA
"676",968,"אבוקורינאתשבט","אבו קורינאת (שבט)",0.00371057513914657,0.0135135135135135,0.0123076923076923,0.0106382978723404,0.0127186009538951,0.00827129859387924,0.00602409638554217,0.0109235352532274,0.00744416873449132,31.2138516,35.084855,NA
"677",969,"עטאוונהשבט","עטאוונה (שבט)",0,0.142857142857143,0,0.0350877192982456,0,0,0.032258064516129,0,0,31.3018816,34.926949,NA
"678",970,"תראביןאצאנעשב","תראבין א-צאנע (שב",0.0428571428571429,0.0303030303030303,0.021505376344086,0.00943396226415094,0.0769230769230769,0.0606060606060606,0,0.214285714285714,0.388888888888889,31.3445965,34.7375071,NA
"679",972,"קוואעיןשבט","קוואעין (שבט)",0.0148148148148148,0.0285714285714286,0.0760869565217391,0,0.046875,0.0319148936170213,0.179487179487179,0.0956521739130435,0.0647482014388489,31.3233025,35.026031,NA
"680",975,"זרזיר","זרזיר",0.0592833876221498,0.0915548539857932,0.0577864838393732,0.0380483437779767,0.0376546530392684,0.0324472243940579,0.0401125967628431,0.144896879957694,0.0390070921985816,32.724121,35.2238295,143.295177578238
"681",976,"גנאביבשבט","ג'נאביב (שבט)",0,0.0163934426229508,0.00909090909090909,0.040983606557377,0.0263157894736842,0.0145631067961165,0.00476190476190476,0.0679012345679012,0.0131578947368421,31.2871555,35.108132,NA
"682",978,"כעביהטבאשחגאג","כעביה-טבאש-חג'אג'",0.0159616919393456,0.0265567765567766,0.0892077354959451,0.0160951714485654,0.019016393442623,0.0312042905899561,0.0271862256456729,0.138381201044386,0.0264218540080609,32.7480155,35.171925,143.977520611677
"683",986,"חואלדשבט","ח'ואלד (שבט)",0,0,0.150943396226415,0.0289855072463768,NA,NA,NA,NA,NA,32.7588259,35.15831,NA
"684",990,"ראסעלי","ראס עלי",NA,0.031055900621118,0.0169491525423729,0.0148514851485149,0,0,0.00704225352112676,0.326086956521739,0.0420168067226891,32.7719585,35.156188,144.927298011897
"685",993,"חמאם","חמאם",0.00468384074941452,0.00923076923076923,0.0164835164835165,0.00399201596806387,0.0339805825242718,0.0124777183600713,0.00462962962962963,0.187032418952618,0.0287162162162162,32.830528,35.489235,166.300184164617
"686",994,"מנשיתזבדה","מנשית זבדה",0.0118694362017804,0.00305810397553517,0.0025706940874036,0.00212314225053079,0.0121951219512195,0.00194931773879142,0.00337837837837838,0.0588235294117647,0.0245398773006135,32.7056885,35.1937431,140.067114965663
"687",997,"רומתהייב","רומת הייב",0.0205761316872428,0.197674418604651,0.0672268907563025,0.0243362831858407,0.025,0.0498281786941581,0.0262345679012346,0.106,0.0425196850393701,32.778279,35.3048614,152.02104540806
"688",998,"ביראלמכסור","ביר אל-מכסור",0.000609756097560976,0.0156121610517666,0.0382732532265243,0.00224550898203593,0.0445569620253165,0.0206760748276994,0.039314799213704,0.0699730872741253,0.00727528749119925,32.7856399,35.224159,149.052529307087
"689",1015,"מבשרתציון","מבשרת ציון",0.121796053844735,0.289186007399933,0.263418725221104,0.32417897605048,0.356781742019356,0.344412438141665,0.399144479681392,0.319180856649914,0.324033876592413,31.7966965,35.1518804,63.528477912084
"690",1020,"אורעקיבא","אור עקיבא",0.182795698924731,0.341819759872704,0.459351826421313,0.454770889487871,0.52644057313679,0.523741447973042,0.565888443880043,0.483837438935662,0.47155069399761,32.5022664,34.9259461,110.356486755059
"691",1024,"חרוצים","חרוצים",0.118012422360248,0.223433242506812,0.232323232323232,0.248322147651007,0.298405466970387,0.296380090497738,0.317972350230415,0.26463700234192,0.254777070063694,32.2281892,34.8636491,78.6036277525715
"692",1031,"שדרות","שדרות",0.0995065789473684,0.331995622035753,0.365877497827976,0.428531624407913,0.435266457680251,0.421875,0.511480542716565,0.411542398236359,0.41523422123081,31.5267045,34.597413,4.0216207530241
"693",1034,"קריתמלאכי","קרית מלאכי",0.100324044069994,0.271028037383178,0.279493352873443,0.409234779370694,0.45539066690506,0.409158307893589,0.509189006912831,0.419509496588604,0.380509888015249,31.7306836,34.7522994,27.4761067678238
"694",1041,"נצאצרהשבט","נצאצרה (שבט)",0,0.0178571428571429,0.00411522633744856,0.00680272108843537,0.021505376344086,0,0,0,0,31.2470325,35.032332,NA
"695",1043,"גיזו","גיזו",0.0547945205479452,0.418604651162791,0.271844660194175,0.382352941176471,0.359649122807018,0.365217391304348,0.442477876106195,0.30327868852459,0.38655462184874,31.805218,34.939057,45.6343365623204
"696",1044,"יעף","יעף",NA,NA,0.178571428571429,0.193548387096774,0.170068027210884,0.172661870503597,0.20863309352518,0.156716417910448,0.156716417910448,32.2674404,34.967121,87.0934143538398
"697",1045,"שתולה","שתולה",0.0512820512820513,0.139344262295082,0.190140845070423,0.341614906832298,0.413173652694611,0.433333333333333,0.524691358024691,0.371621621621622,0.345454545454545,33.0856725,35.315083,182.795023658073
"698",1046,"אוהד","אוהד",0.192857142857143,0.287581699346405,0.283950617283951,0.317204301075269,0.344086021505376,0.329479768786127,0.437837837837838,0.397790055248619,0.39,31.2376795,34.4321034,8.51785460536569
"699",1047,"חזון","חזון",0.153409090909091,0.370731707317073,0.395238095238095,0.532710280373832,0.547169811320755,0.616113744075829,0.682819383259912,0.625615763546798,0.547945205479452,32.905703,35.393833,168.695141377303
"700",1050,"ביתחשמונאי","בית חשמונאי",0.148514851485149,0.363636363636364,0.26679462571977,0.277008310249307,0.300353356890459,0.309796999117387,0.384135472370767,0.286596119929453,0.270429654591407,31.8908211,34.9190885,50.9086863917367
"701",1051,"תלמיאליהו","תלמי אליהו",0.0775862068965517,0.261261261261261,0.251968503937008,0.305732484076433,0.394557823129252,0.4,0.511627906976744,0.36231884057971,0.391891891891892,31.2287925,34.429544,8.96656357839038
"702",1052,"קטורה","קטורה",0.00543478260869565,0.0646766169154229,0.0552763819095477,0.0444444444444444,0.0292887029288703,0.0171673819742489,0.0577777777777778,0.0446428571428571,0.027027027027027,29.9691415,35.061034,158.796927342664
"703",1054,"תלשבע","תל שבע",0.00548446069469835,0.0420696324951644,0.0100671140939597,0.00749583564686285,0.0130235832453361,0.0062015503875969,0.00415838003977581,0.020174232003668,0.0102323968088796,31.2476944,34.8582071,41.0252309072654
"704",1057,"נווהזוהר","נווה זוהר",NA,NA,0.25,0.35,0.409090909090909,0.257142857142857,0.428571428571429,0.32,0.315789473684211,31.15264,35.3650225,86.8051773714287
"705",1058,"שדהניצן","שדה ניצן",0.0188679245283019,0.078125,0.0338983050847458,0.0944444444444444,0.0604651162790698,0.0511627906976744,0.104265402843602,0.10377358490566,0.092511013215859,31.224673,34.416935,8.34287386587293
"706",1059,"כסיפה","כסיפה",0.0211752249867655,0.0131578947368421,0.0046807087930458,0.0175383651738177,0.00752105896510229,0.00872274143302181,0.00444788242119513,0.0196173407604747,0.0102622576966933,31.2396324,35.0905245,58.9229874959607
"707",1060,"לקיה","לקיה",0.00128205128205128,0.00967906265919511,0.00148853825543316,0.00754716981132075,0.0156910078455039,0.00642148277875073,0.00106016432547045,0.0192186515437933,0.00391868723977468,31.324195,34.8699775,36.9548771043157
"708",1061,"נצרתעילית","נצרת עילית",0.0990460016982169,0.215786402100963,0.422741816391829,0.273763226915076,0.299187831557204,0.299821942199699,0.33620728569494,0.296286902708735,0.278782699520486,32.7252,35.349714,150.325935249645
"709",1063,"מעלותתרשיחא","מעלות-תרשיחא",0.0760768033212247,0.188790266281041,0.317815319639086,0.234195278042031,0.302610498539252,0.289361323607899,0.32499568742453,0.28214882167378,0.26575149595213,33.0142325,35.273306,175.270542145274
"710",1064,"אמירים","אמירים",0.0117647058823529,0.0774410774410774,0.0718232044198895,0.0523560209424084,0.0861244019138756,0.0833333333333333,0.105651105651106,0.0822622107969152,0.0763157894736842,32.9380664,35.4491336,174.333370650829
"711",1065,"זמרת","זמרת",0.0629370629370629,0.290502793296089,0.213903743315508,0.31140350877193,0.512422360248447,0.522522522522523,0.608187134502924,0.518072289156627,0.484507042253521,31.4472805,34.553848,6.66459620257854
"712",1066,"בניעיש","בני עי""ש",0.0983508245877062,0.221090308370044,0.424048875312413,0.315961732124874,0.395948434622468,0.344689912163961,0.42524115755627,0.338788400803905,0.313513513513514,31.791471,34.761066,32.9428638518881
"713",1067,"דובב","דוב""ב",0.203389830508475,0.385786802030457,0.434146341463415,0.594470046082949,0.694444444444444,0.698795180722892,0.788,0.701680672268908,0.623481781376518,33.0518845,35.406107,183.347446410744
"714",1068,"אדמית","אדמית",0,0.0294117647058824,0.156521739130435,0.06875,0.164948453608247,0.141414141414141,0.184615384615385,0.206185567010309,0.180487804878049,33.0791505,35.209404,178.253564883365
"715",1069,"רםאון","רם-און",0.0257142857142857,0.118387909319899,0.087527352297593,0.0899122807017544,0.0845070422535211,0.0821643286573146,0.0965092402464066,0.0707269155206287,0.072,32.5269331,35.2608819,126.277753425058
"716",1070,"אביעזר","אביעזר",0.0995260663507109,0.374485596707819,0.242339832869081,0.320197044334975,0.361990950226244,0.326530612244898,0.440449438202247,0.304824561403509,0.350806451612903,31.681274,35.015569,45.0642241879512
"717",1071,"נווהמיכאל","נווה מיכאל",0.204968944099379,0.432584269662921,0.38135593220339,0.460431654676259,0.559322033898305,0.456824512534819,0.585751978891821,0.483679525222552,0.431635388739946,31.673319,35.005866,43.9743592142632
"718",1072,"גןהדרום","גן הדרום",0.190243902439024,0.370535714285714,0.347280334728033,0.242424242424242,0.323636363636364,0.292418772563177,0.360824742268041,0.313207547169811,0.293233082706767,31.8085646,34.6995725,30.5194389799994
