"","loc","SEMEL_YISHUV","Pop_Total","year","lat","long"
"7434","יהל",1158,180,2013,30.083673,35.128181
"7435","יהל",1158,194,2018,30.083673,35.128181
"7436","יהל",1158,200,2011,30.083673,35.128181
"7437","יהל",1158,267,2022,30.083673,35.128181
"7438","יהל",1158,210,2012,30.083673,35.128181
"7439","יהל",1158,190,2016,30.083673,35.128181
"7440","יהל",1158,218,2019,30.083673,35.128181
"7441","יהל",1158,180,2015,30.083673,35.128181
"7442","יהל",1158,206,2017,30.083673,35.128181
"7443","יהל",1158,239,2006,30.083673,35.128181
"7444","יהל",1158,231,2021,30.083673,35.128181
"7445","יהל",1158,200,2008,30.083673,35.128181
"7446","יהל",1158,233,2020,30.083673,35.128181
"7447","יהל",1158,170,2014,30.083673,35.128181
"7448","יואב",5535,0,2022,NA,NA
"7449","יואב",10035,0,2012,NA,NA
"7450","יואב",10035,0,2013,NA,NA
"7451","יואב",5535,0,2021,NA,NA
"7452","יואב",10035,0,2014,NA,NA
"7453","יואב",5535,0,2020,NA,NA
"7454","יואב",5535,0,2017,NA,NA
"7455","יובל",2009,638,2019,33.2432995,35.5989725
"7456","יובל",2009,644,2021,33.2432995,35.5989725
"7457","יובל",2009,617,2017,33.2432995,35.5989725
"7458","יובל",2009,392,2006,33.2432995,35.5989725
"7459","יובל",2009,590,2012,33.2432995,35.5989725
"7460","יובל",2009,500,2008,33.2432995,35.5989725
"7461","יובל",2009,641,2020,33.2432995,35.5989725
"7462","יובל",2009,517,2009,33.2432995,35.5989725
"7463","יובל",2009,625,2018,33.2432995,35.5989725
"7464","יובל",2009,620,2016,33.2432995,35.5989725
"7465","יובל",2009,660,2014,33.2432995,35.5989725
"7466","יובל",2009,662,2022,33.2432995,35.5989725
"7467","יובל",2009,640,2013,33.2432995,35.5989725
"7468","יובל",2009,630,2015,33.2432995,35.5989725
"7469","יובל",2009,600,2011,33.2432995,35.5989725
"7470","יובלים",1226,1000,2011,32.8775039,35.2708255
"7471","יובלים",1226,1080,2015,32.8775039,35.2708255
"7472","יובלים",1226,1060,2014,32.8775039,35.2708255
"7473","יובלים",1226,1105,2018,32.8775039,35.2708255
"7474","יובלים",1226,1093,2019,32.8775039,35.2708255
"7475","יובלים",1226,1100,2022,32.8775039,35.2708255
"7476","יובלים",1226,1131,2017,32.8775039,35.2708255
"7477","יובלים",1226,900,2008,32.8775039,35.2708255
"7478","יובלים",1226,1102,2021,32.8775039,35.2708255
"7479","יובלים",1226,1088,2020,32.8775039,35.2708255
"7480","יובלים",1226,1133,2006,32.8775039,35.2708255
"7481","יובלים",1226,952,2009,32.8775039,35.2708255
"7482","יובלים",1226,1120,2016,32.8775039,35.2708255
"7483","יובלים",1226,1080,2012,32.8775039,35.2708255
"7484","יובלים",1226,1070,2013,32.8775039,35.2708255
"7485","יודפת",1112,482,2009,32.836999,35.271918
"7486","יודפת",1112,829,2017,32.836999,35.271918
"7487","יודפת",1112,964,2022,32.836999,35.271918
"7488","יודפת",1112,710,2015,32.836999,35.271918
"7489","יודפת",1112,907,2020,32.836999,35.271918
"7490","יודפת",1112,910,2021,32.836999,35.271918
"7491","יודפת",1112,680,2014,32.836999,35.271918
"7492","יודפת",1112,650,2013,32.836999,35.271918
"7493","יודפת",1112,908,2019,32.836999,35.271918
"7494","יודפת",1112,760,2016,32.836999,35.271918
"7495","יודפת",1112,620,2012,32.836999,35.271918
"7496","יודפת",1112,600,2011,32.836999,35.271918
"7497","יודפת",1112,439,2006,32.836999,35.271918
"7498","יודפת",1112,867,2018,32.836999,35.271918
"7499","יודפת",1112,500,2008,32.836999,35.271918
"7500","יונתן",4007,570,2013,32.93903,35.794893
"7501","יונתן",4007,660,2016,32.93903,35.794893
"7502","יונתן",4007,771,2020,32.93903,35.794893
"7503","יונתן",4007,500,2011,32.93903,35.794893
"7504","יונתן",4007,705,2018,32.93903,35.794893
"7505","יונתן",4007,448,2009,32.93903,35.794893
"7506","יונתן",4007,802,2021,32.93903,35.794893
"7507","יונתן",4007,352,2006,32.93903,35.794893
"7508","יונתן",4007,668,2017,32.93903,35.794893
"7509","יונתן",4007,570,2014,32.93903,35.794893
"7510","יונתן",4007,400,2008,32.93903,35.794893
"7511","יונתן",4007,745,2019,32.93903,35.794893
"7512","יונתן",4007,860,2022,32.93903,35.794893
"7513","יונתן",4007,550,2012,32.93903,35.794893
"7514","יונתן",4007,600,2015,32.93903,35.794893
"7515","יושיביה",803,520,2015,31.444491,34.609785
"7516","יושיביה",803,430,2013,31.444491,34.609785
"7517","יושיביה",803,400,2011,31.444491,34.609785
"7518","יושיביה",803,300,2008,31.444491,34.609785
"7519","יושיביה",803,570,2016,31.444491,34.609785
"7520","יושיביה",803,667,2018,31.444491,34.609785
"7521","יושיביה",803,747,2022,31.444491,34.609785
"7522","יושיביה",803,608,2017,31.444491,34.609785
"7523","יושיביה",803,480,2014,31.444491,34.609785
"7524","יושיביה",803,700,2020,31.444491,34.609785
"7525","יושיביה",803,298,2006,31.444491,34.609785
"7526","יושיביה",803,733,2021,31.444491,34.609785
"7527","יושיביה",803,683,2019,31.444491,34.609785
"7528","יושיביה",803,390,2012,31.444491,34.609785
"7529","יושיביה",803,305,2009,31.444491,34.609785
"7530","יזרעאל",452,568,2017,32.5616544,35.321591
"7531","יזרעאל",452,535,2009,32.5616544,35.321591
"7532","יזרעאל",452,500,2011,32.5616544,35.321591
"7533","יזרעאל",452,550,2013,32.5616544,35.321591
"7534","יזרעאל",452,540,2012,32.5616544,35.321591
"7535","יזרעאל",452,570,2015,32.5616544,35.321591
"7536","יזרעאל",452,552,2020,32.5616544,35.321591
"7537","יזרעאל",452,570,2016,32.5616544,35.321591
"7538","יזרעאל",452,556,2018,32.5616544,35.321591
"7539","יזרעאל",452,542,2022,32.5616544,35.321591
"7540","יזרעאל",452,535,2021,32.5616544,35.321591
"7541","יזרעאל",452,487,2006,32.5616544,35.321591
"7542","יזרעאל",452,553,2019,32.5616544,35.321591
"7543","יזרעאל",452,500,2008,32.5616544,35.321591
"7544","יזרעאל",452,560,2014,32.5616544,35.321591
"7545","יחיעם",409,390,2012,32.9970075,35.2202319
"7546","יחיעם",409,400,2008,32.9970075,35.2202319
"7547","יחיעם",409,540,2014,32.9970075,35.2202319
"7548","יחיעם",409,351,2009,32.9970075,35.2202319
"7549","יחיעם",409,663,2017,32.9970075,35.2202319
"7550","יחיעם",409,640,2016,32.9970075,35.2202319
"7551","יחיעם",409,376,2006,32.9970075,35.2202319
"7552","יחיעם",409,400,2011,32.9970075,35.2202319
"7553","יחיעם",409,729,2019,32.9970075,35.2202319
"7554","יחיעם",409,721,2020,32.9970075,35.2202319
"7555","יחיעם",409,600,2015,32.9970075,35.2202319
"7556","יחיעם",409,722,2021,32.9970075,35.2202319
"7557","יחיעם",409,778,2022,32.9970075,35.2202319
"7558","יחיעם",409,440,2013,32.9970075,35.2202319
"7559","יחיעם",409,716,2018,32.9970075,35.2202319
"7560","יטבתה",866,660,2014,29.8955869,35.0590104
"7561","יטבתה",866,670,2016,29.8955869,35.0590104
"7562","יטבתה",866,580,2006,29.8955869,35.0590104
"7563","יטבתה",866,720,2020,29.8955869,35.0590104
"7564","יטבתה",866,670,2013,29.8955869,35.0590104
"7565","יטבתה",866,743,2022,29.8955869,35.0590104
"7566","יטבתה",866,660,2015,29.8955869,35.0590104
"7567","יטבתה",866,600,2008,29.8955869,35.0590104
"7568","יטבתה",866,696,2018,29.8955869,35.0590104
"7569","יטבתה",866,735,2021,29.8955869,35.0590104
"7570","יטבתה",866,641,2009,29.8955869,35.0590104
"7571","יטבתה",866,667,2017,29.8955869,35.0590104
"7572","יטבתה",866,700,2011,29.8955869,35.0590104
"7573","יטבתה",866,660,2012,29.8955869,35.0590104
"7574","יטבתה",866,717,2019,29.8955869,35.0590104
"7575","ייטב",3607,230,2013,31.948263,35.4229755
"7576","ייטב",3607,348,2018,31.948263,35.4229755
"7577","ייטב",3607,250,2014,31.948263,35.4229755
"7578","ייטב",3607,100,2008,31.948263,35.4229755
"7579","ייטב",3607,321,2020,31.948263,35.4229755
"7580","ייטב",3607,118,2009,31.948263,35.4229755
"7581","ייטב",3607,320,2016,31.948263,35.4229755
"7582","ייטב",3607,261,2022,31.948263,35.4229755
"7583","ייטב",3607,358,2019,31.948263,35.4229755
"7584","ייטב",3607,190,2012,31.948263,35.4229755
"7585","ייטב",3607,327,2017,31.948263,35.4229755
"7586","ייטב",3607,280,2015,31.948263,35.4229755
"7587","ייטב",3607,175,2006,31.948263,35.4229755
"7588","ייטב",3607,296,2021,31.948263,35.4229755
"7589","ייטב",3607,200,2011,31.948263,35.4229755
"7590","יכיני",811,670,2015,31.4827316,34.6011976
"7591","יכיני",811,725,2020,31.4827316,34.6011976
"7592","יכיני",811,600,2011,31.4827316,34.6011976
"7593","יכיני",811,724,2021,31.4827316,34.6011976
"7594","יכיני",811,734,2019,31.4827316,34.6011976
"7595","יכיני",811,640,2014,31.4827316,34.6011976
"7596","יכיני",811,716,2018,31.4827316,34.6011976
"7597","יכיני",811,610,2012,31.4827316,34.6011976
"7598","יכיני",811,600,2008,31.4827316,34.6011976
"7599","יכיני",811,730,2022,31.4827316,34.6011976
"7600","יכיני",811,610,2013,31.4827316,34.6011976
"7601","יכיני",811,588,2009,31.4827316,34.6011976
"7602","יכיני",811,690,2016,31.4827316,34.6011976
"7603","יכיני",811,692,2017,31.4827316,34.6011976
"7604","יכיני",811,476,2006,31.4827316,34.6011976
"7605","יםהמלח",99999,0,2017,NA,NA
"7606","יםהמלח",99999,0,2016,NA,NA
"7607","יםהמלחבתימלון",1772,NA,2006,31.5371797,35.4902883
"7608","יםהמלחבתימלון",1772,0,2015,31.5371797,35.4902883
"7609","יםהמלחבתימלון",1772,0,2018,31.5371797,35.4902883
"7610","יםהמלחבתימלון",1772,0,2022,31.5371797,35.4902883
"7611","יםהמלחבתימלון",1772,0,2016,31.5371797,35.4902883
"7612","יםהמלחבתימלון",1772,0,2019,31.5371797,35.4902883
"7613","יםהמלחבתימלון",1772,NA,2009,31.5371797,35.4902883
"7614","יםהמלחבתימלון",1772,0,2021,31.5371797,35.4902883
"7615","יםהמלחבתימלון",1772,0,2020,31.5371797,35.4902883
"7616","יםהמלחבתימלון",1772,0,2017,31.5371797,35.4902883
"7617","ימות",99999,0,2015,NA,NA
"7618","ינוב",753,800,2008,32.3064854,34.9480839
"7619","ינוב",753,926,2017,32.3064854,34.9480839
"7620","ינוב",753,851,2009,32.3064854,34.9480839
"7621","ינוב",753,933,2018,32.3064854,34.9480839
"7622","ינוב",753,934,2020,32.3064854,34.9480839
"7623","ינוב",753,850,2012,32.3064854,34.9480839
"7624","ינוב",753,920,2016,32.3064854,34.9480839
"7625","ינוב",753,900,2011,32.3064854,34.9480839
"7626","ינוב",753,936,2019,32.3064854,34.9480839
"7627","ינוב",753,784,2006,32.3064854,34.9480839
"7628","ינוב",753,937,2022,32.3064854,34.9480839
"7629","ינוב",753,930,2015,32.3064854,34.9480839
"7630","ינוב",753,952,2021,32.3064854,34.9480839
"7631","ינוב",753,850,2013,32.3064854,34.9480839
"7632","ינוב",753,910,2014,32.3064854,34.9480839
"7633","ינון",2011,1100,2011,31.738415,34.78416
"7634","ינון",2011,1080,2013,31.738415,34.78416
"7635","ינון",2011,1215,2021,31.738415,34.78416
"7636","ינון",2011,1090,2012,31.738415,34.78416
"7637","ינון",2011,1120,2015,31.738415,34.78416
"7638","ינון",2011,1000,2008,31.738415,34.78416
"7639","ינון",2011,1222,2022,31.738415,34.78416
"7640","ינון",2011,1176,2018,31.738415,34.78416
"7641","ינון",2011,1100,2014,31.738415,34.78416
"7642","ינון",2011,1197,2019,31.738415,34.78416
"7643","ינון",2011,1045,2009,31.738415,34.78416
"7644","ינון",2011,1127,2017,31.738415,34.78416
"7645","ינון",2011,867,2006,31.738415,34.78416
"7646","ינון",2011,1213,2020,31.738415,34.78416
"7647","ינון",2011,1120,2016,31.738415,34.78416
"7648","יסודהמעלה",29,1580,2012,33.0609239,35.6046765
"7649","יסודהמעלה",29,1640,2015,33.0609239,35.6046765
"7650","יסודהמעלה",29,1730,2019,33.0609239,35.6046765
"7651","יסודהמעלה",29,1650,2014,33.0609239,35.6046765
"7652","יסודהמעלה",29,1640,2013,33.0609239,35.6046765
"7653","יסודהמעלה",29,1400,2008,33.0609239,35.6046765
"7654","יסודהמעלה",29,1500,2011,33.0609239,35.6046765
"7655","יסודהמעלה",29,1804,2021,33.0609239,35.6046765
"7656","יסודהמעלה",29,1798,2022,33.0609239,35.6046765
"7657","יסודהמעלה",29,1762,2020,33.0609239,35.6046765
"7658","יסודהמעלה",29,1697,2017,33.0609239,35.6046765
"7659","יסודהמעלה",29,1719,2018,33.0609239,35.6046765
"7660","יסודהמעלה",29,1442,2009,33.0609239,35.6046765
"7661","יסודהמעלה",29,1680,2016,33.0609239,35.6046765
"7662","יסודהמעלה",29,1291,2006,33.0609239,35.6046765
"7663","יסודות",440,910,2015,31.8157655,34.8637495
"7664","יסודות",440,760,2012,31.8157655,34.8637495
"7665","יסודות",440,913,2018,31.8157655,34.8637495
"7666","יסודות",440,882,2017,31.8157655,34.8637495
"7667","יסודות",440,400,2008,31.8157655,34.8637495
"7668","יסודות",440,434,2006,31.8157655,34.8637495
"7669","יסודות",440,790,2013,31.8157655,34.8637495
"7670","יסודות",440,890,2014,31.8157655,34.8637495
"7671","יסודות",440,1016,2021,31.8157655,34.8637495
"7672","יסודות",440,500,2011,31.8157655,34.8637495
"7673","יסודות",440,924,2019,31.8157655,34.8637495
"7674","יסודות",440,860,2016,31.8157655,34.8637495
"7675","יסודות",440,413,2009,31.8157655,34.8637495
"7676","יסודות",440,992,2020,31.8157655,34.8637495
"7677","יסודות",440,1052,2022,31.8157655,34.8637495
"7678","יסעור",575,867,2019,32.900553,35.1658504
"7679","יסעור",575,720,2015,32.900553,35.1658504
"7680","יסעור",575,923,2022,32.900553,35.1658504
"7681","יסעור",575,894,2021,32.900553,35.1658504
"7682","יסעור",575,857,2018,32.900553,35.1658504
"7683","יסעור",575,400,2008,32.900553,35.1658504
"7684","יסעור",575,452,2009,32.900553,35.1658504
"7685","יסעור",575,881,2020,32.900553,35.1658504
"7686","יסעור",575,500,2011,32.900553,35.1658504
"7687","יסעור",575,630,2013,32.900553,35.1658504
"7688","יסעור",575,580,2012,32.900553,35.1658504
"7689","יסעור",575,839,2017,32.900553,35.1658504
"7690","יסעור",575,670,2014,32.900553,35.1658504
"7691","יסעור",575,287,2006,32.900553,35.1658504
"7692","יסעור",575,790,2016,32.900553,35.1658504
"7693","יעד",1138,620,2012,32.878655,35.244069
"7694","יעד",1138,709,2017,32.878655,35.244069
"7695","יעד",1138,776,2022,32.878655,35.244069
"7696","יעד",1138,710,2016,32.878655,35.244069
"7697","יעד",1138,562,2006,32.878655,35.244069
"7698","יעד",1138,600,2008,32.878655,35.244069
"7699","יעד",1138,710,2015,32.878655,35.244069
"7700","יעד",1138,690,2013,32.878655,35.244069
"7701","יעד",1138,630,2009,32.878655,35.244069
"7702","יעד",1138,600,2011,32.878655,35.244069
"7703","יעד",1138,694,2020,32.878655,35.244069
"7704","יעד",1138,728,2021,32.878655,35.244069
"7705","יעד",1138,682,2018,32.878655,35.244069
"7706","יעד",1138,710,2014,32.878655,35.244069
"7707","יעד",1138,690,2019,32.878655,35.244069
"7708","יעל",1117,0,2020,NA,NA
"7709","יעל",1117,0,2008,NA,NA
"7710","יעל",1117,0,2022,NA,NA
"7711","יעל",1117,0,2014,NA,NA
"7712","יעל",1117,0,2021,NA,NA
"7713","יעל",1117,0,2015,NA,NA
"7714","יעל",1117,0,2012,NA,NA
"7715","יעל",1117,NA,2009,NA,NA
"7716","יעל",1117,0,2017,NA,NA
"7717","יעל",1117,0,2019,NA,NA
"7718","יעל",1117,NA,2006,NA,NA
"7719","יעל",1117,0,2018,NA,NA
"7720","יעל",1117,0,2011,NA,NA
"7721","יעל",1117,0,2016,NA,NA
"7722","יעל",1117,0,2013,NA,NA
"7723","יעף",1044,315,2021,32.2674404,34.967121
"7724","יעף",1044,310,2016,32.2674404,34.967121
"7725","יעף",1044,200,2011,32.2674404,34.967121
"7726","יעף",1044,301,2022,32.2674404,34.967121
"7727","יעף",1044,147,2009,32.2674404,34.967121
"7728","יעף",1044,300,2019,32.2674404,34.967121
"7729","יעף",1044,100,2008,32.2674404,34.967121
"7730","יעף",1044,240,2012,32.2674404,34.967121
"7731","יעף",1044,308,2017,32.2674404,34.967121
"7732","יעף",1044,308,2020,32.2674404,34.967121
"7733","יעף",1044,270,2014,32.2674404,34.967121
"7734","יעף",1044,290,2015,32.2674404,34.967121
"7735","יעף",1044,128,2006,32.2674404,34.967121
"7736","יעף",1044,270,2013,32.2674404,34.967121
"7737","יעף",1044,308,2018,32.2674404,34.967121
"7738","יערה",795,749,2020,33.066775,35.18375
"7739","יערה",795,640,2013,33.066775,35.18375
"7740","יערה",795,600,2011,33.066775,35.18375
"7741","יערה",795,742,2017,33.066775,35.18375
"7742","יערה",795,740,2018,33.066775,35.18375
"7743","יערה",795,752,2019,33.066775,35.18375
"7744","יערה",795,710,2015,33.066775,35.18375
"7745","יערה",795,730,2016,33.066775,35.18375
"7746","יערה",795,533,2006,33.066775,35.18375
"7747","יערה",795,806,2022,33.066775,35.18375
"7748","יערה",795,500,2008,33.066775,35.18375
"7749","יערה",795,533,2009,33.066775,35.18375
"7750","יערה",795,808,2021,33.066775,35.18375
"7751","יערה",795,640,2014,33.066775,35.18375
"7752","יערה",795,620,2012,33.066775,35.18375
"7753","יערותגבעתהמורהמא",1863,NA,2009,NA,NA
"7754","יפיע",499,18230,2015,32.6835429,35.2709725
"7755","יפיע",499,17930,2014,32.6835429,35.2709725
"7756","יפיע",499,17670,2012,32.6835429,35.2709725
"7757","יפיע",499,16477,2009,32.6835429,35.2709725
"7758","יפיע",499,17670,2012,32.6835429,35.2709725
"7759","יפיע",499,17200,2011,32.6835429,35.2709725
"7760","יפיע",499,19300,2020,32.6835429,35.2709725
"7761","יפיע",499,19538,2021,32.6835429,35.2709725
"7762","יפיע",499,16888,2006,32.6835429,35.2709725
"7763","יפיע",499,18410,2016,32.6835429,35.2709725
"7764","יפיע",499,18676,2017,32.6835429,35.2709725
"7765","יפיע",499,16100,2008,32.6835429,35.2709725
"7766","יפיע",499,19704,2022,32.6835429,35.2709725
"7767","יפיע",499,17670,2013,32.6835429,35.2709725
"7768","יפיע",499,19151,2019,32.6835429,35.2709725
"7769","יפיע",499,18905,2018,32.6835429,35.2709725
"7770","יפית",3566,100,2011,32.0631289,35.4747324
"7771","יפית",3566,100,2008,32.0631289,35.4747324
"7772","יפית",3566,218,2020,32.0631289,35.4747324
"7773","יפית",3566,150,2015,32.0631289,35.4747324
"7774","יפית",3566,104,2006,32.0631289,35.4747324
"7775","יפית",3566,140,2016,32.0631289,35.4747324
"7776","יפית",3566,202,2019,32.0631289,35.4747324
"7777","יפית",3566,164,2017,32.0631289,35.4747324
"7778","יפית",3566,130,2013,32.0631289,35.4747324
"7779","יפית",3566,221,2021,32.0631289,35.4747324
"7780","יפית",3566,106,2009,32.0631289,35.4747324
"7781","יפית",3566,120,2012,32.0631289,35.4747324
"7782","יפית",3566,197,2018,32.0631289,35.4747324
"7783","יפית",3566,140,2014,32.0631289,35.4747324
"7784","יפית",3566,225,2022,32.0631289,35.4747324
"7785","יפעת",134,1070,2014,32.6772201,35.2244009
"7786","יפעת",134,970,2012,32.6772201,35.2244009
"7787","יפעת",134,1227,2022,32.6772201,35.2244009
"7788","יפעת",134,1180,2016,32.6772201,35.2244009
"7789","יפעת",134,717,2006,32.6772201,35.2244009
"7790","יפעת",134,1212,2021,32.6772201,35.2244009
"7791","יפעת",134,1152,2018,32.6772201,35.2244009
"7792","יפעת",134,1204,2020,32.6772201,35.2244009
"7793","יפעת",134,1080,2015,32.6772201,35.2244009
"7794","יפעת",134,1208,2019,32.6772201,35.2244009
"7795","יפעת",134,800,2008,32.6772201,35.2244009
"7796","יפעת",134,900,2011,32.6772201,35.2244009
"7797","יפעת",134,862,2009,32.6772201,35.2244009
"7798","יפעת",134,1010,2013,32.6772201,35.2244009
"7799","יפעת",134,1164,2017,32.6772201,35.2244009
"7800","יפתח",453,500,2011,33.1277855,35.5498421
"7801","יפתח",453,605,2022,33.1277855,35.5498421
"7802","יפתח",453,510,2015,33.1277855,35.5498421
"7803","יפתח",453,520,2017,33.1277855,35.5498421
"7804","יפתח",453,510,2016,33.1277855,35.5498421
"7805","יפתח",453,499,2006,33.1277855,35.5498421
"7806","יפתח",453,569,2019,33.1277855,35.5498421
"7807","יפתח",453,500,2013,33.1277855,35.5498421
"7808","יפתח",453,477,2009,33.1277855,35.5498421
"7809","יפתח",453,510,2012,33.1277855,35.5498421
"7810","יפתח",453,582,2020,33.1277855,35.5498421
"7811","יפתח",453,500,2008,33.1277855,35.5498421
"7812","יפתח",453,490,2014,33.1277855,35.5498421
"7813","יפתח",453,538,2018,33.1277855,35.5498421
"7814","יפתח",453,607,2021,33.1277855,35.5498421
"7815","יצהר",3749,800,2008,32.1649466,35.2350119
"7816","יצהר",3749,1839,2020,32.1649466,35.2350119
"7817","יצהר",3749,1380,2015,32.1649466,35.2350119
"7818","יצהר",3749,1100,2011,32.1649466,35.2350119
"7819","יצהר",3749,1726,2019,32.1649466,35.2350119
"7820","יצהר",3749,1470,2016,32.1649466,35.2350119
"7821","יצהר",3749,1635,2018,32.1649466,35.2350119
"7822","יצהר",3749,673,2006,32.1649466,35.2350119
"7823","יצהר",3749,1553,2017,32.1649466,35.2350119
"7824","יצהר",3749,893,2009,32.1649466,35.2350119
"7825","יצהר",3749,2020,2021,32.1649466,35.2350119
"7826","יצהר",3749,2093,2022,32.1649466,35.2350119
"7827","יצהר",3749,1280,2014,32.1649466,35.2350119
"7828","יצהר",3749,1170,2012,32.1649466,35.2350119
"7829","יצהר",3749,1220,2013,32.1649466,35.2350119
"7830","יציץ",759,836,2020,31.8633079,34.860583
"7831","יציץ",759,750,2012,31.8633079,34.860583
"7832","יציץ",759,700,2011,31.8633079,34.860583
"7833","יציץ",759,821,2018,31.8633079,34.860583
"7834","יציץ",759,826,2021,31.8633079,34.860583
"7835","יציץ",759,800,2013,31.8633079,34.860583
"7836","יציץ",759,770,2014,31.8633079,34.860583
"7837","יציץ",759,838,2006,31.8633079,34.860583
"7838","יציץ",759,848,2022,31.8633079,34.860583
"7839","יציץ",759,780,2016,31.8633079,34.860583
"7840","יציץ",759,700,2008,31.8633079,34.860583
"7841","יציץ",759,822,2019,31.8633079,34.860583
"7842","יציץ",759,723,2009,31.8633079,34.860583
"7843","יציץ",759,770,2015,31.8633079,34.860583
"7844","יציץ",759,805,2017,31.8633079,34.860583
"7845","יקום",417,775,2020,32.2499656,34.8412091
"7846","יקום",417,794,2021,32.2499656,34.8412091
"7847","יקום",417,690,2014,32.2499656,34.8412091
"7848","יקום",417,600,2008,32.2499656,34.8412091
"7849","יקום",417,637,2009,32.2499656,34.8412091
"7850","יקום",417,770,2019,32.2499656,34.8412091
"7851","יקום",417,670,2012,32.2499656,34.8412091
"7852","יקום",417,733,2017,32.2499656,34.8412091
"7853","יקום",417,748,2018,32.2499656,34.8412091
"7854","יקום",417,710,2015,32.2499656,34.8412091
"7855","יקום",417,670,2013,32.2499656,34.8412091
"7856","יקום",417,700,2011,32.2499656,34.8412091
"7857","יקום",417,813,2022,32.2499656,34.8412091
"7858","יקום",417,555,2006,32.2499656,34.8412091
"7859","יקום",417,720,2016,32.2499656,34.8412091
"7860","יקיר",3647,1650,2012,32.1482875,35.1100115
"7861","יקיר",3647,2485,2021,32.1482875,35.1100115
"7862","יקיר",3647,2586,2022,32.1482875,35.1100115
"7863","יקיר",3647,2056,2017,32.1482875,35.1100115
"7864","יקיר",3647,1820,2014,32.1482875,35.1100115
"7865","יקיר",3647,2183,2018,32.1482875,35.1100115
"7866","יקיר",3647,1204,2009,32.1482875,35.1100115
"7867","יקיר",3647,1860,2015,32.1482875,35.1100115
"7868","יקיר",3647,1500,2011,32.1482875,35.1100115
"7869","יקיר",3647,1900,2016,32.1482875,35.1100115
"7870","יקיר",3647,1025,2006,32.1482875,35.1100115
"7871","יקיר",3647,2368,2020,32.1482875,35.1100115
"7872","יקיר",3647,1720,2013,32.1482875,35.1100115
"7873","יקיר",3647,1100,2008,32.1482875,35.1100115
"7874","יקיר",3647,2288,2019,32.1482875,35.1100115
"7875","יקנעםמושבה",241,1367,2017,32.6571359,35.1153181
"7876","יקנעםמושבה",241,1386,2020,32.6571359,35.1153181
"7877","יקנעםמושבה",241,1235,2009,32.6571359,35.1153181
"7878","יקנעםמושבה",241,1350,2014,32.6571359,35.1153181
"7879","יקנעםמושבה",241,1397,2018,32.6571359,35.1153181
"7880","יקנעםמושבה",241,1376,2021,32.6571359,35.1153181
"7881","יקנעםמושבה",241,1320,2013,32.6571359,35.1153181
"7882","יקנעםמושבה",241,1200,2008,32.6571359,35.1153181
"7883","יקנעםמושבה",241,1300,2011,32.6571359,35.1153181
"7884","יקנעםמושבה",241,1401,2019,32.6571359,35.1153181
"7885","יקנעםמושבה",241,1360,2016,32.6571359,35.1153181
"7886","יקנעםמושבה",241,1350,2015,32.6571359,35.1153181
"7887","יקנעםמושבה",241,1382,2022,32.6571359,35.1153181
"7888","יקנעםמושבה",241,1300,2012,32.6571359,35.1153181
"7889","יקנעםמושבה",241,1082,2006,32.6571359,35.1153181
"7890","יקנעםעילית",240,20250,2012,32.655368,35.0884011
"7891","יקנעםעילית",240,20760,2013,32.655368,35.0884011
"7892","יקנעםעילית",240,19100,2008,32.655368,35.0884011
"7893","יקנעםעילית",240,24617,2022,32.655368,35.0884011
"7894","יקנעםעילית",240,23796,2019,32.655368,35.0884011
"7895","יקנעםעילית",240,24087,2020,32.655368,35.0884011
"7896","יקנעםעילית",240,24157,2021,32.655368,35.0884011
"7897","יקנעםעילית",240,19165,2009,32.655368,35.0884011
"7898","יקנעםעילית",240,22746,2017,32.655368,35.0884011
"7899","יקנעםעילית",240,21380,2015,32.655368,35.0884011
"7900","יקנעםעילית",240,22010,2016,32.655368,35.0884011
"7901","יקנעםעילית",240,20250,2012,32.655368,35.0884011
"7902","יקנעםעילית",240,23311,2018,32.655368,35.0884011
"7903","יקנעםעילית",240,18453,2006,32.655368,35.0884011
"7904","יקנעםעילית",240,19500,2011,32.655368,35.0884011
"7905","יקנעםעילית",240,21060,2014,32.655368,35.0884011
"7906","יראון",623,406,2021,33.0764655,35.45482
"7907","יראון",623,390,2015,33.0764655,35.45482
"7908","יראון",623,400,2008,33.0764655,35.45482
"7909","יראון",623,410,2018,33.0764655,35.45482
"7910","יראון",623,410,2012,33.0764655,35.45482
"7911","יראון",623,400,2014,33.0764655,35.45482
"7912","יראון",623,403,2020,33.0764655,35.45482
"7913","יראון",623,400,2011,33.0764655,35.45482
"7914","יראון",623,404,2019,33.0764655,35.45482
"7915","יראון",623,400,2013,33.0764655,35.45482
"7916","יראון",623,390,2017,33.0764655,35.45482
"7917","יראון",623,444,2009,33.0764655,35.45482
"7918","יראון",623,395,2022,33.0764655,35.45482
"7919","יראון",623,386,2006,33.0764655,35.45482
"7920","יראון",623,390,2016,33.0764655,35.45482
"7921","ירדנה",2026,446,2006,32.5652925,35.5632725
"7922","ירדנה",2026,340,2015,32.5652925,35.5632725
"7923","ירדנה",2026,350,2013,32.5652925,35.5632725
"7924","ירדנה",2026,350,2016,32.5652925,35.5632725
"7925","ירדנה",2026,330,2009,32.5652925,35.5632725
"7926","ירדנה",2026,360,2014,32.5652925,35.5632725
"7927","ירדנה",2026,340,2012,32.5652925,35.5632725
"7928","ירדנה",2026,384,2022,32.5652925,35.5632725
