"SEMEL_YISHUV","year","alarm","locality","loc","date","distance","alert","month","Pop_Total","district","geometry"
677,2023,1,"הסוללים","הסוללים",2023-10-13,145.742227557356,1,10,NA,"HaZafon",c(35.2373509, 32.7510626)
678,2016,1,"מעגן","מעגן",2016-09-20,161.243124616789,1,9,370,"HaZafon",c(35.6015434, 32.7059065)
678,2017,1,"מעגן","מעגן",2017-06-12,161.243124616789,1,6,380,"HaZafon",c(35.6015434, 32.7059065)
678,2017,1,"מעגן","מעגן",2017-11-22,161.243124616789,1,11,380,"HaZafon",c(35.6015434, 32.7059065)
678,2018,1,"מעגן","מעגן",2018-02-10,161.243124616789,1,2,374,"HaZafon",c(35.6015434, 32.7059065)
678,2018,1,"מעגן","מעגן",2018-07-24,161.243124616789,1,7,374,"HaZafon",c(35.6015434, 32.7059065)
678,2021,1,"מעגן","מעגן",2021-11-03,161.243124616789,1,11,394,"HaZafon",c(35.6015434, 32.7059065)
679,2014,1,"אביאל","אביאל",2014-07-28,113.410404378616,1,7,780,"Haifa",c(34.9908625, 32.5321575)
679,2016,1,"אביאל","אביאל",2016-06-22,113.410404378616,1,6,850,"Haifa",c(34.9908625, 32.5321575)
679,2016,1,"אביאל","אביאל",2016-09-20,113.410404378616,1,9,850,"Haifa",c(34.9908625, 32.5321575)
679,2019,1,"אביאל","אביאל",2019-07-31,113.410404378616,1,7,821,"Haifa",c(34.9908625, 32.5321575)
680,2016,1,"אומץ","אומץ",2016-09-20,97.4808635612624,1,9,790,"HaMerkaz",c(34.993285, 32.369656)
680,2016,1,"אומץ","אומץ",2016-06-22,97.4808635612624,1,6,790,"HaMerkaz",c(34.993285, 32.369656)
681,2014,1,"גבעת שמואל","גבעתשמואל",2014-07-31,62.0036174329542,1,7,24660,"HaMerkaz",c(34.8516645, 32.0780165)
681,2014,1,"גבעת שמואל","גבעתשמואל",2014-08-22,62.0036174329542,1,8,24660,"HaMerkaz",c(34.8516645, 32.0780165)
681,2016,1,"גבעת שמואל","גבעתשמואל",2016-09-20,62.0036174329542,1,9,25550,"HaMerkaz",c(34.8516645, 32.0780165)
681,2018,1,"גבעת שמואל","גבעתשמואל",2018-12-26,62.0036174329542,1,12,26022,"HaMerkaz",c(34.8516645, 32.0780165)
681,2019,1,"גבעת שמואל","גבעתשמואל",2019-03-14,62.0036174329542,1,3,26578,"HaMerkaz",c(34.8516645, 32.0780165)
681,2021,1,"גבעת שמואל","גבעתשמואל",2021-05-16,62.0036174329542,1,5,28162,"HaMerkaz",c(34.8516645, 32.0780165)
681,2023,1,"גבעת שמואל","גבעתשמואל",2023-10-17,62.0036174329542,1,10,NA,"HaMerkaz",c(34.8516645, 32.0780165)
681,2023,1,"גבעת שמואל","גבעתשמואל",2023-11-20,62.0036174329542,1,11,NA,"HaMerkaz",c(34.8516645, 32.0780165)
681,2023,1,"גבעת שמואל","גבעתשמואל",2023-05-10,62.0036174329542,1,5,NA,"HaMerkaz",c(34.8516645, 32.0780165)
681,2023,1,"גבעת שמואל","גבעתשמואל",2023-12-08,62.0036174329542,1,12,NA,"HaMerkaz",c(34.8516645, 32.0780165)
682,2015,1,"אליקים","אליקים",2015-03-11,126.729260919974,1,3,860,"HaZafon",c(35.067611, 32.6313095)
682,2016,1,"אליקים","אליקים",2016-09-20,126.729260919974,1,9,880,"HaZafon",c(35.067611, 32.6313095)
682,2016,1,"אליקים","אליקים",2016-06-22,126.729260919974,1,6,880,"HaZafon",c(35.067611, 32.6313095)
683,2014,1,"גבע כרמל","גבעכרמל",2014-07-28,125.341484363084,1,7,1100,"Haifa",c(34.9523665, 32.662945)
683,2016,1,"גבע כרמל","גבעכרמל",2016-06-22,125.341484363084,1,6,1180,"Haifa",c(34.9523665, 32.662945)
683,2016,1,"גבע כרמל","גבעכרמל",2016-09-20,125.341484363084,1,9,1180,"Haifa",c(34.9523665, 32.662945)
683,2019,1,"גבע כרמל","גבעכרמל",2019-07-31,125.341484363084,1,7,1200,"Haifa",c(34.9523665, 32.662945)
684,2015,1,"היוגב","היוגב",2015-03-11,130.051577215743,1,3,630,"HaZafon",c(35.2055255, 32.6112399)
684,2016,1,"היוגב","היוגב",2016-09-20,130.051577215743,1,9,680,"HaZafon",c(35.2055255, 32.6112399)
684,2023,1,"היוגב","היוגב",2023-12-02,130.051577215743,1,12,NA,"HaZafon",c(35.2055255, 32.6112399)
685,2014,1,"בניה","בניה",2014-08-20,35.4549972064629,1,8,780,"HaMerkaz",c(34.748099, 31.8446986)
685,2014,1,"בניה","בניה",2014-07-29,35.4549972064629,1,7,780,"HaMerkaz",c(34.748099, 31.8446986)
685,2016,1,"בניה","בניה",2016-09-20,35.4549972064629,1,9,800,"HaMerkaz",c(34.748099, 31.8446986)
685,2017,1,"בניה","בניה",2017-08-08,35.4549972064629,1,8,805,"HaMerkaz",c(34.748099, 31.8446986)
685,2019,1,"בניה","בניה",2019-11-13,35.4549972064629,1,11,798,"HaMerkaz",c(34.748099, 31.8446986)
685,2019,1,"בניה","בניה",2019-05-05,35.4549972064629,1,5,798,"HaMerkaz",c(34.748099, 31.8446986)
685,2021,1,"בניה","בניה",2021-05-19,35.4549972064629,1,5,764,"HaMerkaz",c(34.748099, 31.8446986)
685,2023,1,"בניה","בניה",2023-10-07,35.4549972064629,1,10,NA,"HaMerkaz",c(34.748099, 31.8446986)
685,2023,1,"בניה","בניה",2023-12-01,35.4549972064629,1,12,NA,"HaMerkaz",c(34.748099, 31.8446986)
685,2023,1,"בניה","בניה",2023-11-18,35.4549972064629,1,11,NA,"HaMerkaz",c(34.748099, 31.8446986)
686,2016,1,"נווה ימין","נווהימין",2016-09-20,75.599122476945,1,9,1210,"HaMerkaz",c(34.940096, 32.170906)
686,2016,1,"נווה ימין","נווהימין",2016-12-20,75.599122476945,1,12,1210,"HaMerkaz",c(34.940096, 32.170906)
686,2018,1,"נווה ימין","נווהימין",2018-12-26,75.599122476945,1,12,1189,"HaMerkaz",c(34.940096, 32.170906)
686,2019,1,"נווה ימין","נווהימין",2019-03-25,75.599122476945,1,3,1155,"HaMerkaz",c(34.940096, 32.170906)
686,2021,1,"נווה ימין","נווהימין",2021-05-11,75.599122476945,1,5,1065,"HaMerkaz",c(34.940096, 32.170906)
686,2023,1,"נווה ימין","נווהימין",2023-10-31,75.599122476945,1,10,NA,"HaMerkaz",c(34.940096, 32.170906)
687,2014,1,"עין איילה","עיןאיילה",2014-07-28,121.839097679772,1,7,1140,"Haifa",c(34.9432685, 32.628625)
687,2019,1,"עין איילה","עיןאיילה",2019-07-31,121.839097679772,1,7,1150,"Haifa",c(34.9432685, 32.628625)
688,2016,1,"עלמה","עלמה",2016-12-06,187.000830725882,1,12,690,"HaZafon",c(35.4994659, 33.0503365)
688,2016,1,"עלמה","עלמה",2016-09-20,187.000830725882,1,9,690,"HaZafon",c(35.4994659, 33.0503365)
688,2018,1,"עלמה","עלמה",2018-02-10,187.000830725882,1,2,712,"HaZafon",c(35.4994659, 33.0503365)
688,2019,1,"עלמה","עלמה",2019-05-20,187.000830725882,1,5,712,"HaZafon",c(35.4994659, 33.0503365)
688,2023,1,"עלמה","עלמה",2023-10-14,187.000830725882,1,10,NA,"HaZafon",c(35.4994659, 33.0503365)
689,2014,1,"מגדים","מגדים",2014-07-28,132.483651479756,1,7,1280,"Haifa",c(34.9570295, 32.729338)
689,2016,1,"מגדים","מגדים",2016-09-20,132.483651479756,1,9,1290,"Haifa",c(34.9570295, 32.729338)
689,2016,1,"מגדים","מגדים",2016-06-22,132.483651479756,1,6,1290,"Haifa",c(34.9570295, 32.729338)
689,2019,1,"מגדים","מגדים",2019-07-31,132.483651479756,1,7,1329,"Haifa",c(34.9570295, 32.729338)
690,2014,1,"כפר אחים","כפראחים",2014-07-29,28.018636664144,1,7,790,"HaDarom",c(34.7553565, 31.7455075)
690,2014,1,"כפר אחים","כפראחים",2014-08-20,28.018636664144,1,8,790,"HaDarom",c(34.7553565, 31.7455075)
690,2016,1,"כפר אחים","כפראחים",2016-09-20,28.018636664144,1,9,840,"HaDarom",c(34.7553565, 31.7455075)
690,2019,1,"כפר אחים","כפראחים",2019-11-12,28.018636664144,1,11,877,"HaDarom",c(34.7553565, 31.7455075)
690,2019,1,"כפר אחים","כפראחים",2019-05-05,28.018636664144,1,5,877,"HaDarom",c(34.7553565, 31.7455075)
690,2021,1,"כפר אחים","כפראחים",2021-05-13,28.018636664144,1,5,892,"HaDarom",c(34.7553565, 31.7455075)
690,2023,1,"כפר אחים","כפראחים",2023-10-07,28.018636664144,1,10,NA,"HaDarom",c(34.7553565, 31.7455075)
692,2014,1,"שפיר","שפיר",2014-08-05,22.3847808219914,1,8,810,"HaDarom",c(34.729741, 31.695841)
692,2014,1,"שפיר","שפיר",2014-07-31,22.3847808219914,1,7,810,"HaDarom",c(34.729741, 31.695841)
692,2016,1,"שפיר","שפיר",2016-09-20,22.3847808219914,1,9,880,"HaDarom",c(34.729741, 31.695841)
692,2019,1,"שפיר","שפיר",2019-05-04,22.3847808219914,1,5,920,"HaDarom",c(34.729741, 31.695841)
692,2019,1,"שפיר","שפיר",2019-11-14,22.3847808219914,1,11,920,"HaDarom",c(34.729741, 31.695841)
692,2021,1,"שפיר","שפיר",2021-05-12,22.3847808219914,1,5,911,"HaDarom",c(34.729741, 31.695841)
692,2023,1,"שפיר","שפיר",2023-10-07,22.3847808219914,1,10,NA,"HaDarom",c(34.729741, 31.695841)
693,2014,1,"נתיב הל""ה","נתיבהלה",2014-08-19,41.895573347181,1,8,590,"Jerusalem",c(34.9816795, 31.6879955)
693,2014,1,"נתיב הל""ה","נתיבהלה",2014-07-29,41.895573347181,1,7,590,"Jerusalem",c(34.9816795, 31.6879955)
693,2016,1,"נתיב הל""ה","נתיבהלה",2016-09-20,41.895573347181,1,9,600,"Jerusalem",c(34.9816795, 31.6879955)
693,2016,1,"נתיב הל""ה","נתיבהלה",2016-07-06,41.895573347181,1,7,600,"Jerusalem",c(34.9816795, 31.6879955)
693,2017,1,"נתיב הל""ה","נתיבהלה",2017-12-05,41.895573347181,1,12,622,"Jerusalem",c(34.9816795, 31.6879955)
693,2019,1,"נתיב הל""ה","נתיבהלה",2019-05-04,41.895573347181,1,5,654,"Jerusalem",c(34.9816795, 31.6879955)
693,2023,1,"נתיב הל''ה","נתיבהלה",2023-10-07,41.895573347181,1,10,NA,"Jerusalem",c(34.9816795, 31.6879955)
694,2014,1,"מעגן מיכאל","מעגןמיכאל",2014-07-28,113.295608227544,1,7,1830,"Haifa",c(34.9155985, 32.5556519)
694,2016,1,"מעגן מיכאל","מעגןמיכאל",2016-06-22,113.295608227544,1,6,1910,"Haifa",c(34.9155985, 32.5556519)
694,2016,1,"מעגן מיכאל","מעגןמיכאל",2016-09-20,113.295608227544,1,9,1910,"Haifa",c(34.9155985, 32.5556519)
694,2019,1,"מעגן מיכאל","מעגןמיכאל",2019-07-31,113.295608227544,1,7,2039,"Haifa",c(34.9155985, 32.5556519)
695,2014,1,"מגן","מגן",2014-07-31,4.41924564967897,1,7,540,"HaDarom",c(34.4272655, 31.2986895)
695,2014,1,"מגן","מגן",2014-08-26,4.41924564967897,1,8,540,"HaDarom",c(34.4272655, 31.2986895)
695,2016,1,"מגן","מגן",2016-09-20,4.41924564967897,1,9,550,"HaDarom",c(34.4272655, 31.2986895)
695,2017,1,"מגן","מגן",2017-03-19,4.41924564967897,1,3,542,"HaDarom",c(34.4272655, 31.2986895)
695,2017,1,"מגן","מגן",2017-10-15,4.41924564967897,1,10,542,"HaDarom",c(34.4272655, 31.2986895)
695,2018,1,"מגן","מגן",2018-05-30,4.41924564967897,1,5,537,"HaDarom",c(34.4272655, 31.2986895)
695,2018,1,"מגן","מגן",2018-08-09,4.41924564967897,1,8,537,"HaDarom",c(34.4272655, 31.2986895)
695,2018,1,"מגן","מגן",2018-07-14,4.41924564967897,1,7,537,"HaDarom",c(34.4272655, 31.2986895)
695,2018,1,"מגן","מגן",2018-11-12,4.41924564967897,1,11,537,"HaDarom",c(34.4272655, 31.2986895)
695,2018,1,"מגן","מגן",2018-10-27,4.41924564967897,1,10,537,"HaDarom",c(34.4272655, 31.2986895)
695,2019,1,"מגן","מגן",2019-05-05,4.41924564967897,1,5,532,"HaDarom",c(34.4272655, 31.2986895)
695,2019,1,"מגן","מגן",2019-03-26,4.41924564967897,1,3,532,"HaDarom",c(34.4272655, 31.2986895)
695,2021,1,"מגן","מגן",2021-05-14,4.41924564967897,1,5,537,"HaDarom",c(34.4272655, 31.2986895)
695,2022,1,"מגן","מגן",2022-08-06,4.41924564967897,1,8,540,"HaDarom",c(34.4272655, 31.2986895)
695,2023,1,"מגן","מגן",2023-12-02,4.41924564967897,1,12,NA,"HaDarom",c(34.4272655, 31.2986895)
695,2023,1,"מגן","מגן",2023-05-12,4.41924564967897,1,5,NA,"HaDarom",c(34.4272655, 31.2986895)
695,2023,1,"מגן","מגן",2023-10-07,4.41924564967897,1,10,NA,"HaDarom",c(34.4272655, 31.2986895)
695,2023,1,"מגן","מגן",2023-01-27,4.41924564967897,1,1,NA,"HaDarom",c(34.4272655, 31.2986895)
696,2014,1,"כפר חב""ד","כפרחבד",2014-07-29,54.6134618446699,1,7,5860,"HaMerkaz",c(34.8516894, 31.9880875)
696,2014,1,"כפר חב""ד","כפרחבד",2014-08-26,54.6134618446699,1,8,5860,"HaMerkaz",c(34.8516894, 31.9880875)
696,2015,1,"כפר חב""ד","כפרחבד",2015-03-23,54.6134618446699,1,3,6050,"HaMerkaz",c(34.8516894, 31.9880875)
696,2016,1,"כפר חב""ד","כפרחבד",2016-09-20,54.6134618446699,1,9,6020,"HaMerkaz",c(34.8516894, 31.9880875)
696,2021,1,"כפר חב''ד","כפרחבד",2021-05-12,54.6134618446699,1,5,6797,"HaMerkaz",c(34.8516894, 31.9880875)
696,2023,1,"כפר חב''ד","כפרחבד",2023-12-02,54.6134618446699,1,12,NA,"HaMerkaz",c(34.8516894, 31.9880875)
696,2023,1,"כפר חב''ד","כפרחבד",2023-10-28,54.6134618446699,1,10,NA,"HaMerkaz",c(34.8516894, 31.9880875)
696,2023,1,"כפר חב''ד","כפרחבד",2023-11-17,54.6134618446699,1,11,NA,"HaMerkaz",c(34.8516894, 31.9880875)
697,2016,1,"בארותיים","בארותיים",2016-09-20,91.7043321577716,1,9,1140,"HaMerkaz",c(34.9818725, 32.3204585)
697,2017,1,"בארותיים","בארותיים",2017-02-07,91.7043321577716,1,2,1151,"HaMerkaz",c(34.9818725, 32.3204585)
697,2021,1,"בארותיים","בארותיים",2021-05-11,91.7043321577716,1,5,1155,"HaMerkaz",c(34.9818725, 32.3204585)
698,2016,1,"בורגתה","בורגתה",2016-09-20,91.6633987128356,1,9,1130,"HaMerkaz",c(34.9615045, 32.3265474)
698,2017,1,"בורגתה","בורגתה",2017-02-07,91.6633987128356,1,2,1118,"HaMerkaz",c(34.9615045, 32.3265474)
698,2021,1,"בורגתה","בורגתה",2021-05-11,91.6633987128356,1,5,1147,"HaMerkaz",c(34.9615045, 32.3265474)
699,2014,1,"ניר ישראל","נירישראל",2014-07-31,15.1623048629805,1,7,860,"HaDarom",c(34.6354599, 31.688192)
699,2014,1,"ניר ישראל","נירישראל",2014-08-24,15.1623048629805,1,8,860,"HaDarom",c(34.6354599, 31.688192)
699,2015,1,"ניר ישראל","נירישראל",2015-06-03,15.1623048629805,1,6,850,"HaDarom",c(34.6354599, 31.688192)
699,2015,1,"ניר ישראל","נירישראל",2015-05-26,15.1623048629805,1,5,850,"HaDarom",c(34.6354599, 31.688192)
699,2016,1,"ניר ישראל","נירישראל",2016-09-20,15.1623048629805,1,9,880,"HaDarom",c(34.6354599, 31.688192)
699,2017,1,"ניר ישראל","נירישראל",2017-12-11,15.1623048629805,1,12,870,"HaDarom",c(34.6354599, 31.688192)
699,2018,1,"ניר ישראל","נירישראל",2018-11-13,15.1623048629805,1,11,891,"HaDarom",c(34.6354599, 31.688192)
699,2018,1,"ניר ישראל","נירישראל",2018-05-30,15.1623048629805,1,5,891,"HaDarom",c(34.6354599, 31.688192)
699,2019,1,"ניר ישראל","נירישראל",2019-05-05,15.1623048629805,1,5,877,"HaDarom",c(34.6354599, 31.688192)
699,2019,1,"ניר ישראל","נירישראל",2019-12-25,15.1623048629805,1,12,877,"HaDarom",c(34.6354599, 31.688192)
699,2019,1,"ניר ישראל","נירישראל",2019-11-12,15.1623048629805,1,11,877,"HaDarom",c(34.6354599, 31.688192)
699,2021,1,"ניר ישראל","נירישראל",2021-05-15,15.1623048629805,1,5,892,"HaDarom",c(34.6354599, 31.688192)
699,2022,1,"ניר ישראל","נירישראל",2022-08-07,15.1623048629805,1,8,884,"HaDarom",c(34.6354599, 31.688192)
699,2023,1,"ניר ישראל","נירישראל",2023-10-13,15.1623048629805,1,10,NA,"HaDarom",c(34.6354599, 31.688192)
699,2023,1,"ניר ישראל","נירישראל",2023-05-10,15.1623048629805,1,5,NA,"HaDarom",c(34.6354599, 31.688192)
699,2023,1,"ניר ישראל","נירישראל",2023-11-04,15.1623048629805,1,11,NA,"HaDarom",c(34.6354599, 31.688192)
700,2014,1,"חצב","חצב",2014-08-20,31.5950278367038,1,8,1390,"HaDarom",c(34.7697325, 31.7824135)
700,2014,1,"חצב","חצב",2014-07-29,31.5950278367038,1,7,1390,"HaDarom",c(34.7697325, 31.7824135)
700,2016,1,"חצב","חצב",2016-09-20,31.5950278367038,1,9,1450,"HaDarom",c(34.7697325, 31.7824135)
700,2019,1,"חצב","חצב",2019-11-12,31.5950278367038,1,11,1486,"HaDarom",c(34.7697325, 31.7824135)
700,2019,1,"חצב","חצב",2019-05-05,31.5950278367038,1,5,1486,"HaDarom",c(34.7697325, 31.7824135)
700,2021,1,"חצב","חצב",2021-05-11,31.5950278367038,1,5,1518,"HaDarom",c(34.7697325, 31.7824135)
700,2023,1,"חצב","חצב",2023-05-13,31.5950278367038,1,5,NA,"HaDarom",c(34.7697325, 31.7824135)
700,2023,1,"חצב","חצב",2023-10-07,31.5950278367038,1,10,NA,"HaDarom",c(34.7697325, 31.7824135)
701,2015,1,"ארבל","ארבל",2015-03-11,163.748177786249,1,3,670,"HaZafon",c(35.4856675, 32.812244)
701,2016,1,"ארבל","ארבל",2016-09-20,163.748177786249,1,9,710,"HaZafon",c(35.4856675, 32.812244)
701,2017,1,"ארבל","ארבל",2017-07-18,163.748177786249,1,7,732,"HaZafon",c(35.4856675, 32.812244)
701,2019,1,"ארבל","ארבל",2019-05-20,163.748177786249,1,5,735,"HaZafon",c(35.4856675, 32.812244)
702,2016,1,"האון","האון",2016-09-20,163.933670722743,1,9,180,"HaZafon",c(35.6229476, 32.7264595)
702,2017,1,"האון","האון",2017-11-22,163.933670722743,1,11,182,"HaZafon",c(35.6229476, 32.7264595)
702,2017,1,"האון","האון",2017-06-12,163.933670722743,1,6,182,"HaZafon",c(35.6229476, 32.7264595)
702,2018,1,"האון","האון",2018-02-10,163.933670722743,1,2,181,"HaZafon",c(35.6229476, 32.7264595)
702,2018,1,"האון","האון",2018-07-23,163.933670722743,1,7,181,"HaZafon",c(35.6229476, 32.7264595)
702,2021,1,"האון","האון",2021-11-03,163.933670722743,1,11,183,"HaZafon",c(35.6229476, 32.7264595)
703,2016,1,"גבעת עוז","גבעתעוז",2016-06-22,125.411674786162,1,6,470,"HaZafon",c(35.1979329, 32.555281)
703,2016,1,"גבעת עוז","גבעתעוז",2016-09-20,125.411674786162,1,9,470,"HaZafon",c(35.1979329, 32.555281)
706,2014,1,"גיאה","גיאה",2014-07-30,8.58253897674656,1,7,920,"HaDarom",c(34.6052625, 31.6253985)
706,2014,1,"גיאה","גיאה",2014-08-20,8.58253897674656,1,8,920,"HaDarom",c(34.6052625, 31.6253985)
706,2015,1,"גיאה","גיאה",2015-06-06,8.58253897674656,1,6,930,"HaDarom",c(34.6052625, 31.6253985)
706,2016,1,"גיאה","גיאה",2016-09-20,8.58253897674656,1,9,940,"HaDarom",c(34.6052625, 31.6253985)
706,2017,1,"גיאה","גיאה",2017-12-11,8.58253897674656,1,12,973,"HaDarom",c(34.6052625, 31.6253985)
706,2018,1,"גיאה","גיאה",2018-08-09,8.58253897674656,1,8,970,"HaDarom",c(34.6052625, 31.6253985)
706,2018,1,"גיאה","גיאה",2018-05-30,8.58253897674656,1,5,970,"HaDarom",c(34.6052625, 31.6253985)
706,2018,1,"גיאה","גיאה",2018-07-14,8.58253897674656,1,7,970,"HaDarom",c(34.6052625, 31.6253985)
706,2018,1,"גיאה","גיאה",2018-02-18,8.58253897674656,1,2,970,"HaDarom",c(34.6052625, 31.6253985)
706,2018,1,"גיאה","גיאה",2018-11-13,8.58253897674656,1,11,970,"HaDarom",c(34.6052625, 31.6253985)
706,2019,1,"גיאה","גיאה",2019-11-12,8.58253897674656,1,11,969,"HaDarom",c(34.6052625, 31.6253985)
706,2019,1,"גיאה","גיאה",2019-05-04,8.58253897674656,1,5,969,"HaDarom",c(34.6052625, 31.6253985)
706,2020,1,"גיאה","גיאה",2020-02-23,8.58253897674656,1,2,978,"HaDarom",c(34.6052625, 31.6253985)
706,2021,1,"גיאה","גיאה",2021-05-10,8.58253897674656,1,5,980,"HaDarom",c(34.6052625, 31.6253985)
706,2022,1,"גיאה","גיאה",2022-07-16,8.58253897674656,1,7,972,"HaDarom",c(34.6052625, 31.6253985)
706,2022,1,"גיאה","גיאה",2022-08-05,8.58253897674656,1,8,972,"HaDarom",c(34.6052625, 31.6253985)
706,2023,1,"גיאה","גיאה",2023-05-13,8.58253897674656,1,5,NA,"HaDarom",c(34.6052625, 31.6253985)
706,2023,1,"גיאה","גיאה",2023-12-03,8.58253897674656,1,12,NA,"HaDarom",c(34.6052625, 31.6253985)
706,2023,1,"גיאה","גיאה",2023-10-07,8.58253897674656,1,10,NA,"HaDarom",c(34.6052625, 31.6253985)
706,2023,1,"גיאה","גיאה",2023-11-15,8.58253897674656,1,11,NA,"HaDarom",c(34.6052625, 31.6253985)
707,2014,1,"כפר דניאל","כפרדניאל",2014-08-21,54.9356004192676,1,8,730,"HaMerkaz",c(34.932786, 31.933019)
707,2015,1,"כפר דניאל","כפרדניאל",2015-03-23,54.9356004192676,1,3,730,"HaMerkaz",c(34.932786, 31.933019)
707,2016,1,"כפר דניאל","כפרדניאל",2016-09-20,54.9356004192676,1,9,730,"HaMerkaz",c(34.932786, 31.933019)
707,2021,1,"כפר דניאל","כפרדניאל",2021-05-12,54.9356004192676,1,5,684,"HaMerkaz",c(34.932786, 31.933019)
707,2023,1,"כפר דניאל","כפרדניאל",2023-11-03,54.9356004192676,1,11,NA,"HaMerkaz",c(34.932786, 31.933019)
707,2023,1,"כפר דניאל","כפרדניאל",2023-12-02,54.9356004192676,1,12,NA,"HaMerkaz",c(34.932786, 31.933019)
708,2016,1,"עמקה","עמקה",2016-05-31,165.651734876053,1,5,710,"HaZafon",c(35.162118, 32.9801254)
708,2016,1,"עמקה","עמקה",2016-09-20,165.651734876053,1,9,710,"HaZafon",c(35.162118, 32.9801254)
708,2018,1,"עמקה","עמקה",2018-02-10,165.651734876053,1,2,753,"HaZafon",c(35.162118, 32.9801254)
708,2018,1,"עמקה","עמקה",2018-06-19,165.651734876053,1,6,753,"HaZafon",c(35.162118, 32.9801254)
708,2019,1,"עמקה","עמקה",2019-05-20,165.651734876053,1,5,772,"HaZafon",c(35.162118, 32.9801254)
709,2014,1,"תפרח","תפרח",2014-08-20,23.1050887880262,1,8,2090,"HaDarom",c(34.677233, 31.3264646)
709,2014,1,"תפרח","תפרח",2014-07-29,23.1050887880262,1,7,2090,"HaDarom",c(34.677233, 31.3264646)
709,2016,1,"תפרח","תפרח",2016-09-20,23.1050887880262,1,9,2240,"HaDarom",c(34.677233, 31.3264646)
709,2017,1,"תפרח","תפרח",2017-03-21,23.1050887880262,1,3,2236,"HaDarom",c(34.677233, 31.3264646)
709,2018,1,"תפרח","תפרח",2018-11-12,23.1050887880262,1,11,2164,"HaDarom",c(34.677233, 31.3264646)
709,2019,1,"תפרח","תפרח",2019-05-04,23.1050887880262,1,5,2178,"HaDarom",c(34.677233, 31.3264646)
709,2021,1,"תפרח","תפרח",2021-05-12,23.1050887880262,1,5,2231,"HaDarom",c(34.677233, 31.3264646)
709,2023,1,"תפרח","תפרח",2023-10-07,23.1050887880262,1,10,NA,"HaDarom",c(34.677233, 31.3264646)
710,2014,1,"בית זית","ביתזית",2014-08-19,61.6962905547321,1,8,1610,"Jerusalem",c(35.1656214, 31.7838375)
710,2016,1,"בית זית","ביתזית",2016-09-20,61.6962905547321,1,9,1630,"Jerusalem",c(35.1656214, 31.7838375)
710,2016,1,"בית זית","ביתזית",2016-07-06,61.6962905547321,1,7,1630,"Jerusalem",c(35.1656214, 31.7838375)
710,2017,1,"בית זית","ביתזית",2017-12-05,61.6962905547321,1,12,1694,"Jerusalem",c(35.1656214, 31.7838375)
710,2021,1,"בית זית","ביתזית",2021-05-10,61.6962905547321,1,5,1655,"Jerusalem",c(35.1656214, 31.7838375)
710,2023,1,"בית זית","ביתזית",2023-10-07,61.6962905547321,1,10,NA,"Jerusalem",c(35.1656214, 31.7838375)
710,2023,1,"בית זית","ביתזית",2023-12-15,61.6962905547321,1,12,NA,"Jerusalem",c(35.1656214, 31.7838375)
711,2014,1,"עזריה","עזריה",2014-08-21,49.4962341330346,1,8,1140,"HaMerkaz",c(34.9071711, 31.890195)
711,2016,1,"עזריה","עזריה",2016-09-20,49.4962341330346,1,9,1220,"HaMerkaz",c(34.9071711, 31.890195)
711,2017,1,"עזריה","עזריה",2017-08-08,49.4962341330346,1,8,1225,"HaMerkaz",c(34.9071711, 31.890195)
711,2019,1,"עזריה","עזריה",2019-11-12,49.4962341330346,1,11,1227,"HaMerkaz",c(34.9071711, 31.890195)
711,2019,1,"עזריה","עזריה",2019-05-04,49.4962341330346,1,5,1227,"HaMerkaz",c(34.9071711, 31.890195)
711,2021,1,"עזריה","עזריה",2021-05-13,49.4962341330346,1,5,1237,"HaMerkaz",c(34.9071711, 31.890195)
711,2022,1,"עזריה","עזריה",2022-08-06,49.4962341330346,1,8,1269,"HaMerkaz",c(34.9071711, 31.890195)
711,2023,1,"עזריה","עזריה",2023-11-20,49.4962341330346,1,11,NA,"HaMerkaz",c(34.9071711, 31.890195)
711,2023,1,"עזריה","עזריה",2023-10-07,49.4962341330346,1,10,NA,"HaMerkaz",c(34.9071711, 31.890195)
711,2023,1,"עזריה","עזריה",2023-12-02,49.4962341330346,1,12,NA,"HaMerkaz",c(34.9071711, 31.890195)
712,2016,1,"בן עמי","בןעמי",2016-09-20,166.68130043509,1,9,770,"HaZafon",c(35.1254956, 33.0065479)
712,2016,1,"בן עמי","בןעמי",2016-12-06,166.68130043509,1,12,770,"HaZafon",c(35.1254956, 33.0065479)
712,2018,1,"בן עמי","בןעמי",2018-02-10,166.68130043509,1,2,775,"HaZafon",c(35.1254956, 33.0065479)
712,2019,1,"בן עמי","בןעמי",2019-05-20,166.68130043509,1,5,766,"HaZafon",c(35.1254956, 33.0065479)
713,2014,1,"רעים","רעים",2014-08-08,4.91400344383828,1,8,400,"HaDarom",c(34.460259, 31.3852205)
713,2014,1,"רעים","רעים",2014-07-30,4.91400344383828,1,7,400,"HaDarom",c(34.460259, 31.3852205)
713,2016,1,"רעים","רעים",2016-10-06,4.91400344383828,1,10,410,"HaDarom",c(34.460259, 31.3852205)
713,2016,1,"רעים","רעים",2016-09-20,4.91400344383828,1,9,410,"HaDarom",c(34.460259, 31.3852205)
713,2018,1,"רעים","רעים",2018-08-08,4.91400344383828,1,8,418,"HaDarom",c(34.460259, 31.3852205)
713,2018,1,"רעים","רעים",2018-11-12,4.91400344383828,1,11,418,"HaDarom",c(34.460259, 31.3852205)
