"X","SEMEL_YISHUV","SHEM_YISHUV","SHEM_YISHUV_ENGLISH","Religion_yishuv_Code","Religion_yishuv_Txt","Pop_Total","Male_Total","Female_Total","age_0_14","age_15_19","age_20_29","age_30_64","age_65_up","year","Shape_Area","density","age_65_up_percentage","sci_index_value","sci_index_cluster","ntl","within_west_bank","intersecting_west_bank","centroid_within_west_bank"
215,28,"מזכרת בתיה","MAZKERET BATYA",1,"יהודי",14837,7323,7514,4412,1315,1649,6183,1279,2019,7.19775606583577,2061.33687558877,0.0862034103929366,1.251,8,NA,0,0,0
216,29,"יסוד המעלה","YESUD HAMA'ALA",1,"יהודי",1697,833,865,439,147,200,703,208,2017,11.6080981162935,146.191045509689,0.122569239835003,1.148,8,NA,0,0,0
217,29,"יסוד המעלה","YESUD HAMA'ALA",1,NA,1442,NA,NA,NA,NA,NA,NA,NA,2009,11.6080981162935,124.223622642883,NA,1.148,8,26.5,0,0,0
218,29,"יסוד המעלה","YESUD HAMA'ALA",1,"יהודי",1804,898,905,403,151,262,751,237,2021,11.6080981162935,155.408748438114,0.131374722838137,1.148,8,NA,0,0,0
219,29,"יסוד המעלה","YESUD HAMA'ALA",1,"יהודי",1719,838,880,417,158,219,709,216,2018,11.6080981162935,148.086274149178,0.12565445026178,1.148,8,NA,0,0,0
220,29,"יסוד המעלה","YESUD HAMA'ALA",1,"יהודי",1400,0.7,0.7,0.4,0.2,0.2,0.6,0.2,2008,11.6080981162935,120.605458876585,0.000142857142857143,1.148,8,NA,0,0,0
221,29,"יסוד המעלה","YESUD HAMA'ALA",1,"יהודי",1762,862,901,404,149,255,724,230,2020,11.6080981162935,151.790584671816,0.130533484676504,1.148,8,NA,0,0,0
222,29,"יסוד המעלה","YESUD HAMA'ALA",1,"יהודי",1730,847,883,421,147,241,693,227,2019,11.6080981162935,149.033888468923,0.13121387283237,1.148,8,NA,0,0,0
223,29,"יסוד המעלה","YESUD HAMA'ALA",1,"יהודי",1798,892,905,384,159,256,749,249,2022,11.6080981162935,154.891867900071,0.138487208008899,1.148,8,NA,0,0,0
224,29,"יסוד המעלה","YESUD HAMA'ALA",1,"יהודי",1500,0.8,0.8,0.4,0.1,0.2,0.7,0.2,2011,11.6080981162935,129.220134510627,0.000133333333333333,1.148,8,NA,0,0,0
225,29,"יסוד המעלה","YESUD HAMA'ALA",1,"יהודי",1640,800,830,440,110,220,670,190,2013,11.6080981162935,141.280680398285,0.115853658536585,1.148,8,35.6666666666667,0,0,0
226,29,"יסוד המעלה","YESUD HAMA'ALA",1,"יהודי",1650,810,840,450,130,200,680,200,2014,11.6080981162935,142.14214796169,0.121212121212121,1.148,8,NA,0,0,0
227,29,"יסוד המעלה","YESUD HAMA'ALA",1,"יהודי",1580,780,800,440,100,200,660,180,2012,11.6080981162935,136.11187501786,0.113924050632911,1.148,8,NA,0,0,0
228,29,"יסוד המעלה","YESUD HAMA'ALA",1,"יהודי",1680,830,850,440,140,210,700,200,2016,11.6080981162935,144.726550651902,0.119047619047619,1.148,8,NA,0,0,0
229,29,"יסוד המעלה","YESUD HAMA'ALA",1,"יהודי",1640,810,840,430,140,190,690,200,2015,11.6080981162935,141.280680398285,0.121951219512195,1.148,8,30,0,0,0
230,29,"יסוד המעלה","YESUD HAMA'ALA",1,NA,1291,NA,NA,NA,NA,NA,NA,NA,2006,11.6080981162935,111.21546243548,NA,1.148,8,24.5,0,0,0
231,31,"אופקים","OFAQIM",1,"יהודי",24400,11.8,12.6,6.9,2.4,4.2,8.7,2.3,2011,10.2388519043685,2383.07968782999,9.42622950819672e-05,-0.698,3,NA,0,0,0
232,31,"אופקים","OFAQIM",1,"יהודי",24640,12070,12560,6980,2250,4310,8770,2240,2012,10.2388519043685,2406.51981590701,0.0909090909090909,-0.698,3,NA,0,0,0
233,31,"אופקים","OFAQIM",1,"יהודי",25650,12590,13050,7540,2070,4530,9130,2400,2015,10.2388519043685,2505.16368823112,0.0935672514619883,-0.698,3,60.1333333333333,0,0,0
234,31,"אופקים","OFAQIM",1,"יהודי",25300,12410,12880,7330,2190,4470,9010,2290,2014,10.2388519043685,2470.98016811881,0.0905138339920949,-0.698,3,NA,0,0,0
235,31,"אופקים","OFAQIM",1,"יהודי",33999,16805,17194,11429,2304,5297,12029,2940,2021,10.2388519043685,3320.58714371033,0.086473131562693,-0.698,3,NA,0,0,0
236,31,"אופקים","OFAQIM",1,NA,24447,NA,NA,NA,NA,NA,NA,NA,2006,10.2388519043685,2387.67004624508,NA,-0.698,3,50.2666666666667,0,0,0
237,31,"אופקים","OFAQIM",1,"יהודי",29022,14358,14663,9112,2079,4920,10263,2647,2018,10.2388519043685,2834.4974877132,0.091206670801461,-0.698,3,NA,0,0,0
238,31,"אופקים","OFAQIM",1,"יהודי",27770,13638,14132,8539,2039,4774,9880,2539,2017,10.2388519043685,2712.21815291143,0.0914296002880807,-0.698,3,NA,0,0,0
239,31,"אופקים","OFAQIM",1,"יהודי",24200,11.6,12.6,7.1,2.4,3.6,8.6,2.2,2008,10.2388519043685,2363.54624776581,9.09090909090909e-05,-0.698,3,NA,0,0,0
240,31,"אופקים","OFAQIM",1,NA,24041,NA,NA,NA,NA,NA,NA,NA,2009,10.2388519043685,2348.01716291479,NA,-0.698,3,54.5384615384615,0,0,0
241,31,"אופקים","OFAQIM",1,"יהודי",35507,17625,17881,12109,2407,5285,12620,3079,2022,10.2388519043685,3467.86928179425,0.0867152955755203,-0.698,3,NA,0,0,0
242,31,"אופקים","OFAQIM",1,"יהודי",30662,15172,15492,9889,2121,5069,10819,2766,2019,10.2388519043685,2994.67169623948,0.0902093796882134,-0.698,3,NA,0,0,0
243,31,"אופקים","OFAQIM",1,"יהודי",32559,16114,16446,10740,2300,5223,11452,2844,2020,10.2388519043685,3179.94637524823,0.0873491200589699,-0.698,3,NA,0,0,0
244,31,"אופקים","OFAQIM",1,"יהודי",25080,12270,12810,7220,2100,4490,8960,2290,2013,10.2388519043685,2449.49338404821,0.0913078149920255,-0.698,3,50.9333333333333,0,0,0
245,31,"אופקים","OFAQIM",NA," ",24640,12070,12560,6980,2250,4310,8770,2240,2012,10.2388519043685,2406.51981590701,0.0909090909090909,-0.698,3,NA,0,0,0
246,31,"אופקים","OFAQIM",1,"יהודי",26620,13080,13540,7940,2070,4630,9520,2460,2016,10.2388519043685,2599.9008725424,0.0924117205108941,-0.698,3,NA,0,0,0
247,32,"עוצם","OZEM",1,"יהודי",530,276,254,136,43,73,215,65,2017,1.97234521649607,268.715636374022,0.122641509433962,-0.402,4,NA,0,0,0
248,32,"עוצם","OZEM",1,NA,523,NA,NA,NA,NA,NA,NA,NA,2006,1.97234521649607,265.166561931346,NA,-0.402,4,54,0,0,0
249,32,"עוצם","OZEM",1,"יהודי",540,310,230,140,70,70,190,70,2012,1.97234521649607,273.785742720701,0.12962962962963,-0.402,4,NA,0,0,0
250,32,"עוצם","OZEM",1,"יהודי",726,448,278,160,157,108,236,65,2020,1.97234521649607,368.089720768943,0.0895316804407714,-0.402,4,NA,0,0,0
251,32,"עוצם","OZEM",1,"יהודי",500,0.3,0.2,0.1,0.1,0.1,0.2,0.1,2011,1.97234521649607,253.505317333983,2e-04,-0.402,4,NA,0,0,0
252,32,"עוצם","OZEM",1,"יהודי",520,270,250,140,40,80,210,60,2016,1.97234521649607,263.645530027342,0.115384615384615,-0.402,4,NA,0,0,0
253,32,"עוצם","OZEM",1,"יהודי",540,300,230,130,80,70,190,70,2013,1.97234521649607,273.785742720701,0.12962962962963,-0.402,4,61.75,0,0,0
254,32,"עוצם","OZEM",1,"יהודי",500,260,240,130,40,70,200,70,2014,1.97234521649607,253.505317333983,0.14,-0.402,4,NA,0,0,0
255,32,"עוצם","OZEM",1,"יהודי",753,462,291,176,118,150,246,64,2021,1.97234521649607,381.779007904978,0.0849933598937583,-0.402,4,NA,0,0,0
256,32,"עוצם","OZEM",1,NA,530,NA,NA,NA,NA,NA,NA,NA,2009,1.97234521649607,268.715636374022,NA,-0.402,4,52,0,0,0
257,32,"עוצם","OZEM",1,"יהודי",653,387,266,153,107,103,227,64,2019,1.97234521649607,331.077944438181,0.0980091883614089,-0.402,4,NA,0,0,0
258,32,"עוצם","OZEM",1,"יהודי",500,0,0,0,0,0,0,0,2008,1.97234521649607,253.505317333983,0,-0.402,4,NA,0,0,0
259,32,"עוצם","OZEM",1,"יהודי",520,270,250,140,40,70,210,60,2015,1.97234521649607,263.645530027342,0.115384615384615,-0.402,4,53.75,0,0,0
260,32,"עוצם","OZEM",1,"יהודי",642,381,261,145,131,84,215,63,2018,1.97234521649607,325.500827456834,0.0981308411214953,-0.402,4,NA,0,0,0
261,32,"עוצם","OZEM",1,"יהודי",774,470,304,185,109,163,249,67,2022,1.97234521649607,392.426231233005,0.08656330749354,-0.402,4,NA,0,0,0
262,33,"בת שלמה","BAT SHELOMO",1,"יהודי",647,330,318,200,39,66,295,46,2017,0.579318823054349,1116.82889326609,0.071097372488408,1.207,8,NA,0,0,0
263,33,"בת שלמה","BAT SHELOMO",1,"יהודי",600,0.3,0.3,0.2,0,0.1,0.3,0,2011,0.579318823054349,1035.69912822203,0,1.207,8,NA,0,0,0
264,33,"בת שלמה","BAT SHELOMO",1,"יהודי",610,310,300,180,30,70,280,40,2015,0.579318823054349,1052.96078035906,0.0655737704918033,1.207,8,35,0,0,0
265,33,"בת שלמה","BAT SHELOMO",1,NA,500,NA,NA,NA,NA,NA,NA,NA,2009,0.579318823054349,863.08260685169,NA,1.207,8,41.5,0,0,0
266,33,"בת שלמה","BAT SHELOMO",1,NA,424,NA,NA,NA,NA,NA,NA,NA,2006,0.579318823054349,731.894050610233,NA,1.207,8,37.1666666666667,0,0,0
267,33,"בת שלמה","BAT SHELOMO",1,"יהודי",651,321,330,197,47,69,290,47,2018,0.579318823054349,1123.7335541209,0.0721966205837174,1.207,8,NA,0,0,0
268,33,"בת שלמה","BAT SHELOMO",1,"יהודי",630,310,320,200,40,70,290,40,2016,0.579318823054349,1087.48408463313,0.0634920634920635,1.207,8,NA,0,0,0
269,33,"בת שלמה","BAT SHELOMO",1,"יהודי",633,320,313,164,57,66,276,70,2022,0.579318823054349,1092.66258027424,0.110584518167457,1.207,8,NA,0,0,0
270,33,"בת שלמה","BAT SHELOMO",1,"יהודי",656,327,329,199,44,71,290,0,2019,0.579318823054349,1132.36438018942,0,1.207,8,NA,0,0,0
271,33,"בת שלמה","BAT SHELOMO",1,"יהודי",570,290,280,170,40,70,260,30,2013,0.579318823054349,983.914171810926,0.0526315789473684,1.207,8,38,0,0,0
272,33,"בת שלמה","BAT SHELOMO",1,"יהודי",500,0,0,0,0,0,0,0,2008,0.579318823054349,863.08260685169,0,1.207,8,NA,0,0,0
273,33,"בת שלמה","BAT SHELOMO",1,"יהודי",658,332,326,193,54,69,284,0,2020,0.579318823054349,1135.81671061682,0,1.207,8,NA,0,0,0
274,33,"בת שלמה","BAT SHELOMO",1,"יהודי",570,290,280,170,40,70,260,40,2014,0.579318823054349,983.914171810926,0.0701754385964912,1.207,8,NA,0,0,0
275,33,"בת שלמה","BAT SHELOMO",1,"יהודי",649,331,318,177,57,69,281,0,2021,0.579318823054349,1120.28122369349,0,1.207,8,NA,0,0,0
276,33,"בת שלמה","BAT SHELOMO",1,"יהודי",550,280,270,170,40,70,270,30,2012,0.579318823054349,949.390867536858,0.0545454545454545,1.207,8,NA,0,0,0
277,35,"גדות","GADOT",1,"יהודי",447,214,233,122,24,40,172,89,2021,0.740257611012437,603.843842130371,0.19910514541387,0.345,6,NA,0,0,0
278,35,"גדות","GADOT",1,"יהודי",390,200,200,80,20,70,160,60,2012,0.740257611012437,526.84362065066,0.153846153846154,0.345,6,NA,0,0,0
279,35,"גדות","GADOT",1,"יהודי",380,190,190,80,20,60,160,70,2013,0.740257611012437,513.334809864745,0.184210526315789,0.345,6,23,0,0,0
280,35,"גדות","GADOT",1,NA,395,NA,NA,NA,NA,NA,NA,NA,2009,0.740257611012437,533.598026043617,NA,0.345,6,14,0,0,0
281,35,"גדות","GADOT",1,"יהודי",400,0,0,0,0,0,0,0,2008,0.740257611012437,540.352431436574,0,0.345,6,NA,0,0,0
282,35,"גדות","GADOT",1,"יהודי",434,208,226,114,19,43,173,84,2019,0.740257611012437,586.282388108683,0.193548387096774,0.345,6,NA,0,0,0
283,35,"גדות","GADOT",1,"יהודי",410,200,200,90,30,50,170,70,2015,0.740257611012437,553.861242222488,0.170731707317073,0.345,6,22,0,0,0
284,35,"גדות","GADOT",1,"יהודי",441,215,225,116,20,42,183,79,2018,0.740257611012437,595.738555658823,0.179138321995465,0.345,6,NA,0,0,0
285,35,"גדות","GADOT",1,NA,381,NA,NA,NA,NA,NA,NA,NA,2006,0.740257611012437,514.685690943337,NA,0.345,6,17,0,0,0
286,35,"גדות","GADOT",1,"יהודי",471,233,238,138,22,41,178,91,2022,0.740257611012437,636.264988016566,0.193205944798301,0.345,6,NA,0,0,0
287,35,"גדות","GADOT",1,"יהודי",421,210,211,105,19,44,181,72,2017,0.740257611012437,568.720934086994,0.171021377672209,0.345,6,NA,0,0,0
288,35,"גדות","GADOT",1,"יהודי",400,200,200,100,20,50,180,70,2016,0.740257611012437,540.352431436574,0.175,0.345,6,NA,0,0,0
289,35,"גדות","GADOT",1,"יהודי",400,0,0,0,0,0,0,0,2011,0.740257611012437,540.352431436574,0,0.345,6,NA,0,0,0
290,35,"גדות","GADOT",1,"יהודי",434,208,226,117,19,40,168,90,2020,0.740257611012437,586.282388108683,0.207373271889401,0.345,6,NA,0,0,0
291,35,"גדות","GADOT",1,"יהודי",400,200,200,90,20,50,170,70,2014,0.740257611012437,540.352431436574,0.175,0.345,6,NA,0,0,0
292,36,"שדה דוד","SEDE DAWID",1,"יהודי",400,0,0,0,0,0,0,0,2011,0.788789581742193,507.106089201284,0,-0.387,4,NA,0,0,0
293,36,"שדה דוד","SEDE DAWID",1,"יהודי",370,190,180,100,20,50,140,60,2013,0.788789581742193,469.073132511188,0.162162162162162,-0.387,4,33,0,0,0
294,36,"שדה דוד","SEDE DAWID",1,"יהודי",380,200,180,100,30,50,140,50,2015,0.788789581742193,481.75078474122,0.131578947368421,-0.387,4,34,0,0,0
295,36,"שדה דוד","SEDE DAWID",1,"יהודי",400,0,0,0,0,0,0,0,2008,0.788789581742193,507.106089201284,0,-0.387,4,NA,0,0,0
296,36,"שדה דוד","SEDE DAWID",1,"יהודי",649,325,325,214,45,69,250,69,2022,0.788789581742193,822.779629729083,0.106317411402157,-0.387,4,NA,0,0,0
297,36,"שדה דוד","SEDE DAWID",1,"יהודי",380,200,180,110,20,50,140,50,2014,0.788789581742193,481.75078474122,0.131578947368421,-0.387,4,NA,0,0,0
298,36,"שדה דוד","SEDE DAWID",1,NA,382,NA,NA,NA,NA,NA,NA,NA,2009,0.788789581742193,484.286315187226,NA,-0.387,4,34.25,0,0,0
299,36,"שדה דוד","SEDE DAWID",1,"יהודי",547,279,268,178,37,58,214,57,2018,0.788789581742193,693.467576982756,0.104204753199269,-0.387,4,NA,0,0,0
300,36,"שדה דוד","SEDE DAWID",1,"יהודי",632,314,319,213,39,70,246,65,2021,0.788789581742193,801.227620938029,0.102848101265823,-0.387,4,NA,0,0,0
301,36,"שדה דוד","SEDE DAWID",1,"יהודי",508,261,247,164,34,52,200,57,2017,0.788789581742193,644.024733285631,0.112204724409449,-0.387,4,NA,0,0,0
302,36,"שדה דוד","SEDE DAWID",1,"יהודי",594,306,288,196,40,62,233,65,2019,0.788789581742193,753.052542463907,0.109427609427609,-0.387,4,NA,0,0,0
303,36,"שדה דוד","SEDE DAWID",1,"יהודי",380,200,180,100,20,60,140,50,2012,0.788789581742193,481.75078474122,0.131578947368421,-0.387,4,NA,0,0,0
304,36,"שדה דוד","SEDE DAWID",1,"יהודי",587,297,287,190,37,63,232,65,2020,0.788789581742193,744.178185902884,0.110732538330494,-0.387,4,NA,0,0,0
305,36,"שדה דוד","SEDE DAWID",1,NA,421,NA,NA,NA,NA,NA,NA,NA,2006,0.788789581742193,533.729158884351,NA,-0.387,4,25,0,0,0
306,36,"שדה דוד","SEDE DAWID",1,"יהודי",390,200,190,110,30,40,150,50,2016,0.788789581742193,494.428436971252,0.128205128205128,-0.387,4,NA,0,0,0
307,37,"איתן","ETAN",1,"יהודי",456,239,217,126,46,76,166,39,2018,0.806113011017531,565.677508944317,0.0855263157894737,-0.423,3,NA,0,0,0
