"","location"
"1698","קצר-א-סיר+Israel"
"1699","קצר-א-סיר+והפזורה+Israel"
"1700","קצרין+Israel"
"1701","קראות+בני+זיד+Israel"
"1702","קראות+בני+חסן+Israel"
"1703","קריות+Israel"
"1704","קריית+אונו+Israel"
"1705","קריית+אתא+Israel"
"1706","קריית+ביאליק+Israel"
"1707","קריית+גת+Israel"
"1708","קריית+חינוך+מרחבים+Israel"
"1709","קריית+טבעון-בית+זייד+Israel"
"1710","קריית+ים+Israel"
"1711","קריית+יערים+Israel"
"1712","קריית+מוצקין+Israel"
"1713","קריית+מלאכי+Israel"
"1714","קריית+ענבים+Israel"
"1715","קריית+עקרון+Israel"
"1716","קריית+שמונה+Israel"
"1717","קרית+אונו+Israel"
"1718","קרית+ארבע+Israel"
"1719","קרית+אתא+Israel"
"1720","קרית+ביאליק+Israel"
"1721","קרית+גת+Israel"
"1722","קרית+חיים+Israel"
"1723","קרית+חינוך+מרחבים+Israel"
"1724","קרית+חינוך+שדות+נגב+Israel"
"1725","קרית+טבעון+Israel"
"1726","קרית+ים+Israel"
"1727","קרית+יערים+Israel"
"1728","קרית+מוצקין+Israel"
"1729","קרית+מלאכי+Israel"
"1730","קרית+נטפים+Israel"
"1731","קרית+ענבים+Israel"
"1732","קרית+עקרון+Israel"
"1733","קרית+שלמה+Israel"
"1734","קרית+שמואל+Israel"
"1735","קרית+שמונה+Israel"
"1736","קרנב+אבו+סלב+Israel"
"1737","קרני+שומרון+Israel"
"1738","קשכר+נבארי+Israel"
"1739","קשת+Israel"
"1740","ראבוד+Israel"
"1741","ראמה+Israel"
"1742","ראמין+Israel"
"1743","ראם+תשלובת+חקלאית+Israel"
"1744","ראס+אל-עין+Israel"
"1745","ראס+כרכר+Israel"
"1746","ראס+סניסיל+Israel"
"1747","ראס+עלי+Israel"
"1748","ראפאת+ליד+גבעת+זאב+Israel"
"1749","ראפאת+ליד+סמוע+Israel"
"1750","ראפאת+ליד+פדואל+Israel"
"1751","ראש+הנקרה+Israel"
"1752","ראש+העין+Israel"
"1753","ראשון+לציון+Israel"
"1754","ראשון+לציון+-+מזרח+Israel"
"1755","ראשון+לציון+-+מערב+Israel"
"1756","ראש+פינה+Israel"
"1757","ראש+צורים+Israel"
"1758","רבבה+Israel"
"1759","רבדים+Israel"
"1760","רביבים+Israel"
"1761","רביד+Israel"
"1762","רגבה+Israel"
"1763","רגבים+Israel"
"1764","רהט+Israel"
"1765","רהט+והפזורה+Israel"
"1766","רוג’ייב+Israel"
"1767","רוגלית+Israel"
"1768","רוג’ם+אום+ח’יר+Israel"
"1769","רווחה+Israel"
"1770","רוויה+Israel"
"1771","רוח+במדבר+Israel"
"1772","רוחמה+Israel"
"1773","רומאנה+Israel"
"1774","רומאנה+ממזרח+לאום+אל+פחם+Israel"
"1775","רומיחאת+Israel"
"1776","רומת+היב+Israel"
"1777","רועי+Israel"
"1778","רוקעה+Israel"
"1779","רותם+Israel"
"1780","רחוב+Israel"
"1781","רחובות+Israel"
"1782","רחלים+Israel"
"1783","רח’מה+Israel"
"1784","רטורנו+-+גבעת+שמש+Israel"
"1785","ריחאנייה+Israel"
"1786","ריחן+Israel"
"1787","ריינה+Israel"
"1788","רימונים+Israel"
"1789","רינתיה+Israel"
"1790","רכסים+Israel"
"1791","רם-און+Israel"
"1792","רמאללה+Israel"
"1793","רמון+Israel"
"1794","רמות+Israel"
"1795","רמות+השבים+Israel"
"1796","רמות+מאיר+Israel"
"1797","רמות+מנשה+Israel"
"1798","רמות+נפתלי+Israel"
"1799","רמלה+Israel"
"1800","רמת+אפעל+Israel"
"1801","רמת+גן+Israel"
"1802","רמת+גן+-+מזרח+Israel"
"1803","רמת+גן+-+מערב+Israel"
"1804","רמת+דוד+Israel"
"1805","רמת+הכובש+Israel"
"1806","רמת+הנדיב+Israel"
"1807","רמת+השופט+Israel"
"1808","רמת+השרון+Israel"
"1809","רמת+חובב+Israel"
"1810","רמת+יוחנן+Israel"
"1811","רמת+ישי+Israel"
"1812","רמת+מגשימים+Israel"
"1813","רמת+צבי+Israel"
"1814","רמת+רזיאל+Israel"
"1815","רמת+רחל+Israel"
"1816","רנן+Israel"
"1817","רנתיס+Israel"
"1818","רעים+Israel"
"1819","רעננה+Israel"
"1820","רפידא+Israel"
"1821","רפידיה+Israel"
"1822","רקפת+Israel"
"1823","רשפון+Israel"
"1824","רשפים+Israel"
"1825","רתמים+Israel"
"1826","שאר+ישוב+Israel"
"1827","שבות+רחל+Israel"
"1828","שבי+דרום+Israel"
"1829","שבי+ציון+Israel"
"1830","שבי+שומרון+Israel"
"1831","שבלי+Israel"
"1832","שבתין+Israel"
"1833","שגב-שלום+Israel"
"1834","שגב+שלום+והפזורה+Israel"
"1835","שגור+Israel"
"1836","שדה+אברהם+Israel"
"1837","שדה+אילן+Israel"
"1838","שדה+אליהו+Israel"
"1839","שדה+אליעזר+Israel"
"1840","שדה+בוקר+Israel"
"1841","שדה+דוד+Israel"
"1842","שדה+ורבורג+Israel"
"1843","שדה+יואב+Israel"
"1844","שדה+יעקב+Israel"
"1845","שדה+יצחק+Israel"
"1846","שדה+משה+Israel"
"1847","שדה+נחום+Israel"
"1848","שדה+נחמיה+Israel"
"1849","שדה+ניצן+Israel"
"1850","שדה+עוזיהו+Israel"
"1851","שדה+צבי+Israel"
"1852","שדות+ים+Israel"
"1853","שדות+מיכה+Israel"
"1854","שדי+אברהם+Israel"
"1855","שדי+חמד+Israel"
"1856","שדי+תרומות+Israel"
"1857","שדמה+Israel"
"1858","שדמות+דבורה+Israel"
"1859","שדמות+מחולה+Israel"
"1860","שדרות+Israel"
"1861","שהם+Israel"
"1862","שואבה+Israel"
"1863","שובה+Israel"
"1864","שובל+Israel"
"1865","שוהם+Israel"
"1866","שוויכה+בהר+חברון+Israel"
"1867","שומרה+Israel"
"1868","שומריה+Israel"
"1869","שומרת+Israel"
"1870","שופה+Israel"
"1871","שוקבא+Israel"
"1872","שוקדה+Israel"
"1873","שורש+Israel"
"1874","שורשים+Israel"
"1875","שושנת+העמקים+Israel"
"1876","שזור+Israel"
"1877","שחר+Israel"
"1878","שחרות+Israel"
"1879","שיבולים+Israel"
"1880","שיבטה+Israel"
"1881","שיטים+Israel"
"1882","שייח’+אחמד+אל+עבד+Israel"
"1883","שייח'+דנון+Israel"
"1884","שילה+Israel"
"1885","שילת+Israel"
"1886","שכם+Israel"
"1887","שכניה+Israel"
"1888","שלווה+Israel"
"1889","שלווה+במדבר+Israel"
"1890","שלוחות+Israel"
"1891","שלומי+Israel"
"1892","שלומית+Israel"
"1893","שלומציון+Israel"
"1894","שמיר+Israel"
"1895","שמעה+Israel"
"1896","שמרת+Israel"
"1897","שמשית+Israel"
"1898","שני+ליבנה+Israel"
"1899","שניר+Israel"
"1900","שעב+Israel"
"1901","שעורים+Israel"
"1902","שעל+Israel"
"1903","שעלבים+Israel"
"1904","שער+אפרים+Israel"
"1905","שער+הגולן+Israel"
"1906","שער+העמקים+Israel"
"1907","שערי+תקווה+Israel"
"1908","שער+מנשה+Israel"
"1909","שפיים+Israel"
"1910","שפיר+Israel"
"1911","שפר+Israel"
"1912","שפרעם+Israel"
"1913","שקד+Israel"
"1914","שקף+Israel"
"1915","שרונה+Israel"
"1916","שריגים+Israel"
"1917","שריגים+(לי-און)+Israel"
"1918","שריד+Israel"
"1919","שרשרת+Israel"
"1920","שתולה+Israel"
"1921","שתולים+Israel"
"1922","תארבין+Israel"
"1923","תאשור+Israel"
"1924","תדהר+Israel"
"1925","תובל+Israel"
"1926","תומר+Israel"
"1927","תוקוע+Israel"
"1928","תורמוס+עייא+Israel"
"1929","תושיה+Israel"
"1930","תחנת+רכבת+ראש+העין+Israel"
"1931","תימורים+Israel"
"1932","תיעניכ+Israel"
"1933","תירוש+Israel"
"1934","תל+אביב+-+דרום+העיר+ויפו+Israel"
"1935","תל+אביב+-+יפו+Israel"
"1936","תל+אביב+-+מזרח+Israel"
"1937","תל+אביב+-+מרכז+העיר+Israel"
"1938","תל+אביב+-+עבר+הירקון+Israel"
"1939","תל+אל+בידה+Israel"
"1940","תל+א+שמסיה+Israel"
"1941","תל+חי+Israel"
"1942","תל+יוסף+Israel"
"1943","תל+יצחק+Israel"
"1944","תלם+Israel"
"1945","תל+מונד+Israel"
"1946","תלמי+אליהו+Israel"
"1947","תלמי+אלעזר+Israel"
"1948","תלמי+ביל""ו+Israel"
"1949","תלמי+יוסף+Israel"
"1950","תלמי+יחיאל+Israel"
"1951","תלמי+יפה+Israel"
"1952","תלמים+Israel"
"1953","תל+עדשים+Israel"
"1954","תל+ערד+Israel"
"1955","+תל+ערד+ואל+פורה+Israel"
"1956","תלפית+במרכז+השומרון+Israel"
"1957","תל+קציר+Israel"
"1958","תל+שבע+Israel"
"1959","תל+תאומים+Israel"
"1960","תמרת+Israel"
"1961","תנובות+Israel"
"1962","תעוז+Israel"
"1963","תעמרה+Israel"
"1964","תעשיון+השרון+Israel"
"1965","תעשיון+חצב+Israel"
"1966","תעשיון+צריפין+Israel"
"1967","תעשיון+שח”ק+Israel"
"1968","תפוח+Israel"
"1969","תפרח+Israel"
"1970","תקומה+Israel"
"1971","תקומה+וחוות+יזרעם+Israel"
"1972","תקוע+Israel"
"1973","תראבין+א+צאנה+Israel"
"1974","תראבין+א+צאנה+שבט+Israel"
"1975","תראבין+א-צאנע+ופזורה+Israel"
"1976","תראמה+Israel"
"1977","תרדיון+Israel"
"1978","תרום+Israel"
"1979","תרקומיא+Israel"
